applicant_id,PD,risk_grade,decision,recommended_credit_limit,LGD,EAD,expected_loss,top_reason_1,top_reason_2,top_reason_3,model_used,loan_amount,annual_income,debt_to_income,credit_grade,loan_purpose,application_vintage,default_flag,interest_rate,expected_loss_rate,challenger_PD
APP-01113,0.01411059176294206,A,Approve,14100.0,0.35,12229.98,60.4,modeled PD below approve cutoff,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,12229.98,85275.52,0.1618,A,major_purchase,2023Q4,0,0.0811,0.00493868346473175,0.014871649142748886
APP-01114,0.06364023870417732,C,Review,2600.0,0.55,42000.0,1470.09,large loan amount,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,42000.0,63508.32,0.2194,B,debt_consolidation,2023Q4,1,0.093,0.03500214285714286,0.014871649142748886
APP-01115,0.01411059176294206,A,Approve,5200.0,0.35,13086.61,64.63,modeled PD below approve cutoff,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,13086.61,44549.86,0.3557,B,debt_consolidation,2023Q4,0,0.077,0.004938635750587814,0.014871649142748886
APP-01116,0.06364023870417732,C,Review,9200.0,0.55,24959.45,873.63,weak credit grade,large loan amount,high revolving utilization,champion_logistic_scorecard_calibrated,24959.45,105040.56,0.1869,D,debt_consolidation,2023Q4,0,0.221,0.035001973200531264,0.12751187431494337
APP-01117,0.013871429190688804,A,Approve,10700.0,0.35,27434.85,133.2,modeled PD below approve cutoff,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,27434.85,79043.32,0.1177,B,home_improvement,2023Q4,0,0.1137,0.004855138628423337,0.014871649142748886
APP-01118,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,14239.34,74325.0,0.58,D,debt_consolidation,2023Q4,1,0.2031,0.0,0.07636828644501278
APP-01119,0.01411059176294206,A,Approve,3600.0,0.35,35085.35,173.28,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,35085.35,42264.98,0.1522,B,home_improvement,2023Q4,0,0.0834,0.004938813493381141,0.014871649142748886
APP-01120,0.013871429190688804,A,Approve,10500.0,0.35,14571.64,70.75,modeled PD below approve cutoff,large loan amount,high revolving utilization,champion_logistic_scorecard_calibrated,14571.64,67477.39,0.3684,A,debt_consolidation,2023Q4,0,0.0863,0.004855321707096799,0.014871649142748886
APP-01121,0.06364023870417732,C,Review,2800.0,0.55,15674.39,548.64,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,15674.39,46944.1,0.2139,D,major_purchase,2023Q4,0,0.209,0.03500231906951403,0.12751187431494337
APP-01122,0.06364023870417732,C,Review,7400.0,0.55,26137.04,914.85,large loan amount,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,26137.04,96525.01,0.1898,A,small_business,2023Q4,0,0.045,0.03500205072953938,0.014871649142748886
APP-01123,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,weak credit grade,high debt-to-income,high revolving utilization,champion_logistic_scorecard_calibrated,7899.24,54947.86,0.4495,E,debt_consolidation,2023Q4,0,0.2866,0.0,0.12751187431494337
APP-01124,0.013871429190688804,A,Approve,6800.0,0.35,5921.47,28.75,modeled PD below approve cutoff,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,5921.47,79344.18,0.3506,C,major_purchase,2023Q4,0,0.1731,0.004855213316963524,0.014871649142748886
APP-01125,0.013871429190688804,A,Approve,12600.0,0.35,21198.41,102.92,modeled PD below approve cutoff,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,21198.41,73037.75,0.0617,C,debt_consolidation,2023Q4,0,0.1463,0.004855081112215492,0.014871649142748886
APP-01126,0.06364023870417732,C,Review,6100.0,0.55,15983.17,559.45,weak credit grade,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,15983.17,69698.54,0.2158,C,debt_consolidation,2023Q4,0,0.1509,0.03500244319493567,0.014871649142748886
APP-01127,0.013871429190688804,A,Approve,14100.0,0.35,19333.86,93.87,modeled PD below approve cutoff,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,19333.86,82861.99,0.2565,B,home_improvement,2023Q4,0,0.1202,0.004855212564899094,0.014871649142748886
APP-01128,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,6851.32,26044.15,0.5333,D,major_purchase,2023Q4,0,0.207,0.0,0.12751187431494337
APP-01129,0.06364023870417732,C,Review,21500.0,0.55,21394.91,748.87,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,21394.91,149528.87,0.1748,D,other,2023Q4,0,0.1971,0.03500225053529087,0.07636828644501278
APP-01130,0.06364023870417732,C,Review,8200.0,0.55,7129.3,249.54,high revolving utilization,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,7129.3,188293.16,0.2364,A,medical,2023Q4,0,0.1046,0.03500203386026678,0.014871649142748886
APP-01131,0.06364023870417732,C,Review,2600.0,0.55,13809.87,483.37,weak credit grade,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,13809.87,45010.13,0.3105,C,home_improvement,2023Q4,0,0.1504,0.035001777714055236,0.014871649142748886
APP-01132,0.06364023870417732,C,Review,10100.0,0.55,13840.17,484.44,large loan amount,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,13840.17,88514.83,0.3018,A,debt_consolidation,2023Q4,0,0.0845,0.03500246022989602,0.014871649142748886
APP-01133,0.06364023870417732,C,Review,3200.0,0.55,25666.18,898.37,prior delinquency,large loan amount,high debt-to-income,champion_logistic_scorecard_calibrated,25666.18,64378.43,0.2143,A,major_purchase,2023Q4,0,0.045,0.035002092247463396,0.014871649142748886
APP-01134,0.01411059176294206,A,Approve,8300.0,0.35,12139.24,59.95,modeled PD below approve cutoff,high debt-to-income,large loan amount,champion_logistic_scorecard_calibrated,12139.24,59873.65,0.475,C,debt_consolidation,2023Q4,0,0.1538,0.004938529924443376,0.014871649142748886
APP-01135,0.013871429190688804,A,Approve,9900.0,0.35,30716.84,149.13,modeled PD below approve cutoff,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,30716.84,100769.86,0.4386,A,major_purchase,2023Q4,0,0.0715,0.004854991594187423,0.014871649142748886
APP-01136,0.013871429190688804,A,Approve,3300.0,0.35,17614.51,85.52,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,17614.51,37738.64,0.2429,B,debt_consolidation,2023Q4,0,0.1097,0.0048550882198823584,0.014871649142748886
APP-01137,0.01411059176294206,A,Approve,9600.0,0.35,16216.56,80.09,modeled PD below approve cutoff,large loan amount,high revolving utilization,champion_logistic_scorecard_calibrated,16216.56,61696.55,0.2344,B,debt_consolidation,2023Q4,0,0.0992,0.004938778631226352,0.014871649142748886
APP-01138,0.06364023870417732,C,Review,3400.0,0.55,14212.47,497.47,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,14212.47,53317.22,0.3288,D,debt_consolidation,2023Q4,0,0.2067,0.03500236060304789,0.12751187431494337
APP-01139,0.013871429190688804,A,Approve,10400.0,0.35,9014.3,43.76,modeled PD below approve cutoff,high debt-to-income,high revolving utilization,champion_logistic_scorecard_calibrated,9014.3,87083.57,0.301,B,other,2023Q4,0,0.091,0.004854508946895489,0.014871649142748886
APP-01140,0.06364023870417732,C,Review,4800.0,0.55,24247.82,848.73,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,24247.82,96416.65,0.5105,C,debt_consolidation,2023Q4,0,0.1587,0.03500232185821241,0.014871649142748886
APP-01141,0.06364023870417732,C,Review,2600.0,0.55,31340.94,1097.0,large loan amount,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,31340.94,63489.76,0.2835,B,other,2023Q4,0,0.1264,0.035002140969607166,0.014871649142748886
APP-01142,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,22600.72,77353.12,0.58,E,small_business,2023Q4,0,0.2945,0.0,0.12751187431494337
APP-01143,0.01411059176294206,A,Approve,15000.0,0.35,18597.51,91.85,modeled PD below approve cutoff,high debt-to-income,large loan amount,champion_logistic_scorecard_calibrated,18597.51,99879.54,0.4768,B,debt_consolidation,2023Q4,0,0.09,0.00493883320939201,0.014871649142748886
APP-01144,0.013871429190688804,A,Approve,20400.0,0.35,17703.99,85.95,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,17703.99,189969.36,0.0693,A,major_purchase,2023Q4,0,0.0831,0.004854837807748423,0.014871649142748886
APP-01145,0.06364023870417732,C,Review,1000.0,0.55,16695.13,584.37,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,16695.13,25368.63,0.2805,C,debt_consolidation,2023Q4,0,0.1523,0.03500242286223587,0.014871649142748886
APP-01146,0.06364023870417732,C,Review,5600.0,0.55,19278.44,674.79,weak credit grade,large loan amount,high revolving utilization,champion_logistic_scorecard_calibrated,19278.44,75803.14,0.268,C,debt_consolidation,2023Q4,0,0.1547,0.035002313465197395,0.014871649142748886
APP-01147,0.01411059176294206,A,Approve,10600.0,0.35,9211.98,45.5,modeled PD below approve cutoff,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,9211.98,46160.17,0.1269,A,major_purchase,2023Q4,0,0.0579,0.004939220449892423,0.014871649142748886
APP-01148,0.06364023870417732,C,Review,1700.0,0.55,24026.45,840.98,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,24026.45,43395.79,0.2782,D,debt_consolidation,2023Q4,0,0.2125,0.03500225792824158,0.12751187431494337
APP-01149,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,12499.99,102282.59,0.3591,E,debt_consolidation,2023Q4,0,0.282,0.0,0.12751187431494337
APP-01150,0.013871429190688804,A,Approve,11500.0,0.35,10008.11,48.59,modeled PD below approve cutoff,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,10008.11,129914.26,0.2152,B,home_improvement,2023Q4,0,0.1082,0.004855062544276592,0.014871649142748886
APP-01151,0.06364023870417732,C,Review,1500.0,0.55,24223.63,847.88,prior delinquency,large loan amount,high debt-to-income,champion_logistic_scorecard_calibrated,24223.63,37316.79,0.3374,A,debt_consolidation,2023Q4,0,0.0763,0.03500218588213244,0.014871649142748886
APP-01152,0.06364023870417732,C,Review,1200.0,0.55,26375.7,923.21,large loan amount,high debt-to-income,high revolving utilization,champion_logistic_scorecard_calibrated,26375.7,29094.65,0.3825,A,small_business,2023Q4,0,0.0809,0.03500229377798504,0.014871649142748886
APP-01153,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,42000.0,66317.65,0.5254,D,debt_consolidation,2023Q4,0,0.2055,0.0,0.12751187431494337
APP-01154,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,weak credit grade,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,10086.16,103530.82,0.4307,D,debt_consolidation,2023Q4,0,0.1999,0.0,0.07636828644501278
APP-01155,0.013871429190688804,A,Approve,7400.0,0.35,6442.05,31.28,modeled PD below approve cutoff,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,6442.05,48161.16,0.3337,B,major_purchase,2023Q4,0,0.1217,0.0048555972089629855,0.014871649142748886
APP-01156,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,30267.64,57415.79,0.3201,E,medical,2023Q4,0,0.2712,0.0,0.12751187431494337
APP-01157,0.013871429190688804,A,Approve,4900.0,0.35,7867.62,38.2,modeled PD below approve cutoff,large loan amount,high revolving utilization,champion_logistic_scorecard_calibrated,7867.62,28367.05,0.1018,C,major_purchase,2023Q4,0,0.1355,0.004855343801556253,0.014871649142748886
APP-01158,0.01411059176294206,A,Approve,5800.0,0.35,9563.92,47.23,modeled PD below approve cutoff,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,9563.92,35330.1,0.16,A,debt_consolidation,2023Q4,0,0.079,0.0049383516382403864,0.014871649142748886
APP-01159,0.013871429190688804,A,Approve,13700.0,0.35,18041.33,87.59,modeled PD below approve cutoff,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,18041.33,73062.97,0.1318,B,debt_consolidation,2023Q4,0,0.1001,0.00485496357530182,0.014871649142748886
APP-01160,0.06364023870417732,C,Review,12000.0,0.55,19299.45,675.52,prior delinquency,large loan amount,high revolving utilization,champion_logistic_scorecard_calibrated,19299.45,107497.08,0.2154,B,debt_consolidation,2023Q4,0,0.0972,0.0350020337367127,0.014871649142748886
APP-01161,0.06364023870417732,C,Review,2600.0,0.55,15254.01,533.92,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,15254.01,43792.01,0.1979,B,small_business,2023Q4,0,0.1103,0.03500194375118411,0.014871649142748886
APP-01162,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,weak credit grade,large loan amount,high debt-to-income,champion_logistic_scorecard_calibrated,42000.0,92570.51,0.5587,E,debt_consolidation,2023Q4,0,0.2555,0.0,0.12751187431494337
APP-01163,0.013871429190688804,A,Approve,7100.0,0.35,15435.22,74.94,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,15435.22,49223.05,0.1509,A,home_improvement,2023Q4,0,0.0874,0.004855130020822509,0.014871649142748886
APP-01164,0.01411059176294206,A,Approve,13800.0,0.35,30258.99,149.44,modeled PD below approve cutoff,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,30258.99,99832.41,0.2145,A,debt_consolidation,2023Q4,0,0.0745,0.004938697557320981,0.014871649142748886
APP-01165,0.013871429190688804,A,Approve,8200.0,0.35,7110.93,34.52,modeled PD below approve cutoff,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,7110.93,49891.5,0.2162,B,home_improvement,2023Q4,0,0.0886,0.004854498638012187,0.014871649142748886
APP-01166,0.01411059176294206,A,Approve,4300.0,0.35,9902.57,48.91,modeled PD below approve cutoff,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,9902.57,37549.34,0.4394,A,debt_consolidation,2023Q4,0,0.054,0.00493912186432411,0.014871649142748886
APP-01167,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,15812.41,56105.64,0.2086,E,medical,2023Q4,0,0.2824,0.0,0.12751187431494337
APP-01168,0.013871429190688804,A,Approve,7900.0,0.35,6877.07,33.39,modeled PD below approve cutoff,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,6877.07,99224.62,0.3194,B,home_improvement,2023Q4,0,0.103,0.004855265396455177,0.014871649142748886
APP-01169,0.06364023870417732,C,Review,1900.0,0.55,24578.06,860.28,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,24578.06,46578.42,0.413,C,home_improvement,2023Q4,0,0.1424,0.03500194889263025,0.014871649142748886
APP-01170,0.06364023870417732,C,Review,2100.0,0.55,15101.56,528.59,prior delinquency,high debt-to-income,high revolving utilization,champion_logistic_scorecard_calibrated,15101.56,52521.81,0.58,B,medical,2023Q4,0,0.1166,0.035002344128686046,0.014871649142748886
APP-01171,0.013871429190688804,A,Approve,2100.0,0.35,22754.79,110.47,modeled PD below approve cutoff,high debt-to-income,high revolving utilization,champion_logistic_scorecard_calibrated,22754.79,25044.05,0.4199,A,major_purchase,2023Q4,0,0.108,0.004854801999930563,0.014871649142748886
APP-01172,0.013871429190688804,A,Approve,17000.0,0.35,14818.35,71.94,modeled PD below approve cutoff,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,14818.35,117571.39,0.3347,B,home_improvement,2023Q4,0,0.0999,0.004854791525372258,0.014871649142748886
APP-01173,0.06364023870417732,C,Review,9400.0,0.55,17821.94,623.81,prior delinquency,high debt-to-income,large loan amount,champion_logistic_scorecard_calibrated,17821.94,110826.07,0.4686,A,home_improvement,2023Q4,1,0.0733,0.03500236225685868,0.014871649142748886
APP-01174,0.06364023870417732,C,Review,3600.0,0.55,23913.19,837.01,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,23913.19,78713.9,0.4553,C,debt_consolidation,2023Q4,0,0.1222,0.0350020218967022,0.014871649142748886
APP-01175,0.013871429190688804,A,Approve,10300.0,0.35,12680.69,61.56,modeled PD below approve cutoff,large loan amount,high revolving utilization,champion_logistic_scorecard_calibrated,12680.69,51515.56,0.0773,B,debt_consolidation,2023Q4,0,0.0913,0.004854625418648354,0.014871649142748886
APP-01176,0.01411059176294206,A,Approve,9100.0,0.35,15714.44,77.61,modeled PD below approve cutoff,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,15714.44,74010.24,0.5084,B,debt_consolidation,2023Q4,0,0.1272,0.004938769692079387,0.014871649142748886
APP-01177,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,weak credit grade,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,17656.97,29314.03,0.2935,E,debt_consolidation,2023Q4,0,0.2885,0.0,0.12751187431494337
APP-01178,0.06364023870417732,C,Review,1900.0,0.55,33086.56,1158.1,large loan amount,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,33086.56,47663.15,0.2387,A,debt_consolidation,2023Q4,0,0.0845,0.0350021277521749,0.014871649142748886
APP-01179,0.013871429190688804,A,Approve,8200.0,0.35,7108.84,34.51,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,7108.84,61862.61,0.5219,B,major_purchase,2023Q4,0,0.1011,0.004854519162057382,0.014871649142748886
APP-01180,0.013871429190688804,A,Approve,8600.0,0.35,7489.3,36.36,modeled PD below approve cutoff,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,7489.3,62941.53,0.137,A,medical,2023Q4,0,0.0852,0.004854926361609229,0.014871649142748886
APP-01181,0.013871429190688804,A,Approve,9800.0,0.35,8504.8,41.29,modeled PD below approve cutoff,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,8504.8,91200.55,0.192,B,home_improvement,2023Q4,0,0.0848,0.0048549054651490925,0.014871649142748886
APP-01182,0.06364023870417732,C,Review,10200.0,0.55,8835.07,309.25,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,8835.07,102453.9,0.3809,C,small_business,2023Q4,0,0.1594,0.035002552328391286,0.014871649142748886
APP-01183,0.06364023870417732,C,Review,1200.0,0.55,11969.01,418.94,prior delinquency,high debt-to-income,high revolving utilization,champion_logistic_scorecard_calibrated,11969.01,29599.26,0.58,A,debt_consolidation,2023Q4,0,0.0685,0.03500205948528742,0.014871649142748886
APP-01184,0.013871429190688804,A,Approve,6200.0,0.35,19498.2,94.66,modeled PD below approve cutoff,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,19498.2,54654.3,0.2379,A,debt_consolidation,2023Q4,0,0.0849,0.004854807110399934,0.014871649142748886
APP-01185,0.013871429190688804,A,Approve,10400.0,0.35,9034.14,43.86,modeled PD below approve cutoff,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,9034.14,70291.47,0.0778,A,debt_consolidation,2023Q4,0,0.069,0.004854917014790561,0.014871649142748886
APP-01186,0.06364023870417732,C,Review,8200.0,0.55,7120.68,249.24,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,7120.68,120022.98,0.2388,D,home_improvement,2023Q4,0,0.191,0.03500227506361752,0.07636828644501278
APP-01187,0.01411059176294206,A,Approve,9300.0,0.35,8071.76,39.86,modeled PD below approve cutoff,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,8071.76,79119.97,0.3843,A,debt_consolidation,2023Q4,0,0.0735,0.004938204307362954,0.014871649142748886
APP-01188,0.06364023870417732,C,Review,1300.0,0.55,24352.61,852.39,weak credit grade,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,24352.61,33291.95,0.1589,D,medical,2023Q4,0,0.2023,0.03500199773248124,0.07636828644501278
APP-01189,0.013871429190688804,A,Approve,7700.0,0.35,6728.89,32.67,modeled PD below approve cutoff,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,6728.89,41689.68,0.2612,A,debt_consolidation,2023Q4,0,0.0672,0.004855184138840136,0.014871649142748886
APP-01190,0.01411059176294206,A,Approve,5200.0,0.35,6357.02,31.4,modeled PD below approve cutoff,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,6357.02,25940.96,0.0835,B,medical,2023Q4,0,0.1219,0.004939421301175708,0.014871649142748886
APP-01191,0.01411059176294206,A,Approve,11100.0,0.35,9673.63,47.78,modeled PD below approve cutoff,large loan amount,high revolving utilization,champion_logistic_scorecard_calibrated,9673.63,67552.14,0.2858,A,debt_consolidation,2023Q4,0,0.084,0.00493920069301803,0.014871649142748886
APP-01192,0.013871429190688804,A,Approve,17100.0,0.35,14864.21,72.17,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,14864.21,105299.01,0.4848,B,home_improvement,2023Q4,0,0.0937,0.004855286624718031,0.014871649142748886
APP-01193,0.06364023870417732,C,Review,1600.0,0.55,32456.32,1136.04,large loan amount,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,32456.32,40487.45,0.1773,C,medical,2023Q4,0,0.1636,0.03500211977205056,0.014871649142748886
APP-01194,0.01411059176294206,A,Approve,4600.0,0.35,42000.0,207.43,modeled PD below approve cutoff,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,42000.0,54390.88,0.1082,A,debt_consolidation,2023Q4,0,0.0536,0.004938809523809524,0.014871649142748886
APP-01195,0.06364023870417732,C,Review,3300.0,0.55,31916.98,1117.16,prior delinquency,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,31916.98,75848.27,0.2882,B,small_business,2023Q4,0,0.1176,0.03500205846543126,0.014871649142748886
APP-01196,0.013871429190688804,A,Approve,4800.0,0.35,13575.7,65.91,modeled PD below approve cutoff,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,13575.7,40199.55,0.243,B,debt_consolidation,2023Q4,0,0.11,0.004854998268965872,0.014871649142748886
APP-01197,0.013871429190688804,A,Approve,6800.0,0.35,20441.13,99.24,modeled PD below approve cutoff,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,20441.13,53223.07,0.0849,C,other,2023Q4,0,0.1643,0.004854917511898803,0.014871649142748886
APP-01198,0.06364023870417732,C,Review,2500.0,0.55,42000.0,1470.09,weak credit grade,large loan amount,high debt-to-income,champion_logistic_scorecard_calibrated,42000.0,60930.54,0.1724,E,small_business,2023Q4,0,0.2616,0.03500214285714286,0.12751187431494337
APP-01199,0.013871429190688804,A,Approve,19800.0,0.35,17181.75,83.42,modeled PD below approve cutoff,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,17181.75,110473.17,0.2289,A,home_improvement,2023Q4,0,0.0625,0.004855151541606647,0.014871649142748886
APP-01200,0.06364023870417732,C,Review,16100.0,0.55,14043.35,491.55,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,14043.35,127001.4,0.2948,D,other,2023Q4,0,0.2306,0.0350023320646427,0.12751187431494337
APP-01201,0.01411059176294206,A,Approve,11100.0,0.35,9640.18,47.61,modeled PD below approve cutoff,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,9640.18,91257.83,0.3344,A,major_purchase,2023Q4,0,0.086,0.00493870446402453,0.014871649142748886
APP-01202,0.01411059176294206,A,Approve,7600.0,0.35,42000.0,207.43,modeled PD below approve cutoff,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,42000.0,78370.41,0.03,A,debt_consolidation,2023Q4,0,0.0964,0.004938809523809524,0.014871649142748886
APP-01203,0.013871429190688804,A,Approve,5900.0,0.35,35158.72,170.7,modeled PD below approve cutoff,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,35158.72,68879.87,0.1839,A,debt_consolidation,2023Q4,0,0.0548,0.004855125556334246,0.014871649142748886
APP-01204,0.06364023870417732,C,Review,4600.0,0.55,13346.72,467.16,weak credit grade,high debt-to-income,large loan amount,champion_logistic_scorecard_calibrated,13346.72,70991.18,0.5236,E,small_business,2023Q4,1,0.2777,0.03500185813443303,0.12751187431494337
APP-01205,0.06364023870417732,C,Review,8000.0,0.55,6929.94,242.56,weak credit grade,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,6929.94,87766.61,0.1685,D,debt_consolidation,2023Q4,0,0.205,0.035001746046863326,0.12751187431494337
APP-01206,0.06364023870417732,C,Review,3500.0,0.55,22397.79,783.97,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,22397.79,68363.55,0.3421,C,small_business,2023Q4,0,0.141,0.03500211404785918,0.014871649142748886
APP-01207,0.06364023870417732,C,Review,2100.0,0.55,25661.82,898.22,large loan amount,high debt-to-income,high revolving utilization,champion_logistic_scorecard_calibrated,25661.82,52019.59,0.3633,A,home_improvement,2023Q4,0,0.073,0.03500219392077413,0.014871649142748886
APP-01208,0.06364023870417732,C,Review,1600.0,0.55,16476.7,576.72,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,16476.7,37690.68,0.272,D,debt_consolidation,2023Q4,0,0.2072,0.035002154557648074,0.12751187431494337
APP-01209,0.01411059176294206,A,Approve,6000.0,0.35,26871.24,132.71,modeled PD below approve cutoff,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,26871.24,58536.97,0.1225,C,debt_consolidation,2023Q4,0,0.1286,0.004938737475457032,0.014871649142748886
APP-01210,0.013871429190688804,A,Approve,5700.0,0.35,16665.48,80.91,modeled PD below approve cutoff,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,16665.48,53309.33,0.3702,C,home_improvement,2023Q4,0,0.1515,0.004854945672131856,0.014871649142748886
APP-01211,0.013871429190688804,A,Approve,11700.0,0.35,12157.31,59.02,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,12157.31,55493.97,0.1321,A,major_purchase,2023Q4,0,0.0694,0.004854692362043907,0.014871649142748886
APP-01212,0.06364023870417732,C,Review,2800.0,0.55,15429.37,540.06,high debt-to-income,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,15429.37,60797.03,0.538,A,home_improvement,2023Q4,0,0.0665,0.0350020772073001,0.014871649142748886
APP-01213,0.06364023870417732,C,Review,3300.0,0.55,16719.54,585.22,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,16719.54,50399.82,0.1629,D,debt_consolidation,2023Q4,0,0.2014,0.03500215915031155,0.07636828644501278
APP-01214,0.06364023870417732,C,Review,5500.0,0.55,4789.51,167.64,high debt-to-income,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,4789.51,54158.68,0.554,A,medical,2023Q4,0,0.0855,0.03500149284582347,0.014871649142748886
APP-01215,0.01411059176294206,A,Approve,18700.0,0.35,16273.4,80.37,modeled PD below approve cutoff,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,16273.4,119731.51,0.2134,A,debt_consolidation,2023Q4,0,0.0918,0.004938734376344219,0.014871649142748886
APP-01216,0.06364023870417732,C,Review,10000.0,0.55,8696.88,304.41,prior delinquency,high debt-to-income,large loan amount,champion_logistic_scorecard_calibrated,8696.88,86014.46,0.2835,A,debt_consolidation,2023Q4,0,0.0615,0.035002207688274424,0.014871649142748886
