applicant_id,PD,LGD,EAD,expected_loss,expected_loss_rate,risk_grade,decision,credit_grade,loan_purpose,debt_to_income,annual_income,application_vintage,base_loss,moderate_stress_loss,severe_stress_loss,income_band,debt_to_income_band
APP-01323,0.06364023870417732,0.55,5735.53,200.76,0.035002868087168924,C,Review,A,debt_consolidation,0.58,68560.63,2024Q1,200.76,276.04,401.51,$50k-$85k,50%+
APP-01324,0.06364023870417732,0.55,13998.65,489.98,0.03500194661628086,C,Review,C,debt_consolidation,0.2607,90401.97,2024Q1,489.98,673.73,979.97,$85k-$130k,20%-35%
APP-01325,0.06364023870417732,0.55,13792.2,482.76,0.03500239265671901,C,Review,E,other,0.181,48047.0,2024Q1,482.76,663.79,965.51,<$50k,<20%
APP-01326,0.013871429190688804,0.35,16869.69,81.9,0.004854860996260158,A,Approve,B,debt_consolidation,0.3717,92869.79,2024Q1,81.9,112.62,163.8,$85k-$130k,35%-50%
APP-01327,0.06364023870417732,0.55,7778.15,272.25,0.03500189633781812,C,Review,D,home_improvement,0.2742,81270.16,2024Q1,272.25,374.35,544.5,$50k-$85k,20%-35%
APP-01328,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,small_business,0.58,84226.54,2024Q1,0.0,0.0,0.0,$50k-$85k,50%+
APP-01329,0.013871429190688804,0.35,8319.49,40.39,0.004854864901574496,A,Approve,A,debt_consolidation,0.0835,70143.96,2024Q1,40.39,55.54,80.78,$50k-$85k,<20%
APP-01330,0.01411059176294206,0.35,9859.47,48.69,0.004938399325724405,A,Approve,D,major_purchase,0.3416,86094.86,2024Q1,48.69,66.95,97.39,$85k-$130k,20%-35%
APP-01331,0.06364023870417732,0.55,6068.52,212.41,0.035001944460922925,C,Review,E,other,0.3178,58926.0,2024Q1,212.41,292.07,424.82,$50k-$85k,20%-35%
APP-01332,0.06364023870417732,0.55,20572.24,720.07,0.03500202214245993,C,Review,D,debt_consolidation,0.58,38250.93,2024Q1,720.07,990.1,1440.14,<$50k,50%+
APP-01333,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,debt_consolidation,0.3178,46005.9,2024Q1,0.0,0.0,0.0,<$50k,20%-35%
APP-01334,0.01411059176294206,0.35,13656.6,67.45,0.004939003851617533,A,Approve,A,major_purchase,0.2714,76486.82,2024Q1,67.45,92.74,134.89,$50k-$85k,20%-35%
APP-01335,0.01411059176294206,0.35,17532.81,86.59,0.004938740566971295,A,Approve,A,debt_consolidation,0.3452,61078.34,2024Q1,86.59,119.06,173.18,$50k-$85k,20%-35%
APP-01336,0.06364023870417732,0.55,35605.82,1246.28,0.03500214290809761,C,Review,D,other,0.2165,66183.43,2024Q1,1246.28,1713.63,2492.56,$50k-$85k,20%-35%
APP-01337,0.013871429190688804,0.35,12275.35,59.6,0.0048552587095276305,A,Approve,C,major_purchase,0.2964,134909.01,2024Q1,59.6,81.95,119.19,$130k+,20%-35%
APP-01338,0.06364023870417732,0.55,8077.83,282.74,0.035001974540192105,C,Review,E,other,0.2604,39899.52,2024Q1,282.74,388.77,565.48,<$50k,20%-35%
APP-01339,0.06364023870417732,0.55,27671.99,968.58,0.03500218090567393,C,Review,C,debt_consolidation,0.2307,85632.18,2024Q1,968.58,1331.8,1937.16,$85k-$130k,20%-35%
APP-01340,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,C,debt_consolidation,0.58,67198.8,2024Q1,0.0,0.0,0.0,$50k-$85k,50%+
APP-01341,0.06364023870417732,0.55,10884.91,381.0,0.03500258614908162,C,Review,A,other,0.199,80391.77,2024Q1,381.0,523.87,761.99,$50k-$85k,<20%
APP-01342,0.06364023870417732,0.55,16146.67,565.17,0.03500226362463591,C,Review,D,other,0.1788,66302.21,2024Q1,565.17,777.11,1130.34,$50k-$85k,<20%
APP-01343,0.06364023870417732,0.55,42000.0,1470.09,0.03500214285714286,C,Review,A,other,0.2139,36817.5,2024Q1,1470.09,2021.37,2940.18,<$50k,20%-35%
APP-01344,0.013871429190688804,0.35,14130.78,68.6,0.0048546506279200435,A,Approve,B,debt_consolidation,0.18,107486.96,2024Q1,68.6,94.33,137.21,$85k-$130k,<20%
APP-01345,0.013871429190688804,0.35,20979.27,101.85,0.004854792373614525,A,Approve,B,debt_consolidation,0.0626,53096.63,2024Q1,101.85,140.05,203.71,$50k-$85k,<20%
APP-01346,0.013871429190688804,0.35,21854.35,106.1,0.004854868710348283,A,Approve,A,major_purchase,0.1084,49874.85,2024Q1,106.1,145.89,212.21,<$50k,<20%
APP-01347,0.06364023870417732,0.55,14973.92,524.12,0.035002190475172834,C,Review,E,debt_consolidation,0.1474,48765.18,2024Q1,524.12,720.66,1048.24,<$50k,<20%
APP-01348,0.01411059176294206,0.35,9156.37,45.22,0.0049386383468557945,A,Approve,C,small_business,0.2791,98844.62,2024Q1,45.22,62.18,90.44,$85k-$130k,20%-35%
APP-01349,0.01411059176294206,0.35,10704.98,52.87,0.004938822865619552,A,Approve,C,debt_consolidation,0.2959,80519.38,2024Q1,52.87,72.69,105.74,$50k-$85k,20%-35%
APP-01350,0.06364023870417732,0.55,21361.2,747.69,0.03500224706477165,C,Review,D,major_purchase,0.2959,28254.16,2024Q1,747.69,1028.07,1495.38,<$50k,20%-35%
APP-01351,0.01411059176294206,0.35,11148.85,55.06,0.004938625956937262,A,Approve,A,medical,0.1844,32557.11,2024Q1,55.06,75.71,110.12,<$50k,<20%
APP-01352,0.013871429190688804,0.35,16449.17,79.86,0.004854956207516854,A,Approve,C,home_improvement,0.2426,49489.34,2024Q1,79.86,109.81,159.72,<$50k,20%-35%
APP-01353,0.06364023870417732,0.55,16143.69,565.06,0.03500191096335472,C,Review,A,medical,0.4202,24877.63,2024Q1,565.06,776.96,1130.13,<$50k,35%-50%
APP-01354,0.06364023870417732,0.55,29028.23,1016.05,0.035002134129431935,C,Review,A,small_business,0.2033,101848.3,2024Q1,1016.05,1397.07,2032.1,$85k-$130k,20%-35%
APP-01355,0.013871429190688804,0.35,13741.83,66.72,0.004855248536766937,A,Approve,B,debt_consolidation,0.2149,66952.7,2024Q1,66.72,91.74,133.43,$50k-$85k,20%-35%
APP-01356,0.013871429190688804,0.35,17021.43,82.64,0.004855056243805602,A,Approve,B,other,0.2533,77207.12,2024Q1,82.64,113.63,165.28,$50k-$85k,20%-35%
APP-01357,0.06364023870417732,0.55,8082.29,282.9,0.035002455987102665,C,Review,C,debt_consolidation,0.3281,118571.53,2024Q1,282.9,388.98,565.79,$85k-$130k,20%-35%
APP-01358,0.013871429190688804,0.35,16623.86,80.71,0.0048550697611746,A,Approve,B,medical,0.2993,89663.9,2024Q1,80.71,110.97,161.42,$85k-$130k,20%-35%
APP-01359,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,medical,0.4211,42293.72,2024Q1,0.0,0.0,0.0,<$50k,35%-50%
APP-01360,0.013871429190688804,0.35,17022.85,82.65,0.004855238693873236,A,Approve,B,debt_consolidation,0.3773,38225.81,2024Q1,82.65,113.64,165.29,<$50k,35%-50%
APP-01361,0.01411059176294206,0.35,5441.75,26.88,0.0049395874488905225,A,Approve,B,other,0.5112,126229.01,2024Q1,26.88,36.95,53.75,$85k-$130k,50%+
APP-01362,0.06364023870417732,0.55,9313.84,326.0,0.03500167492677564,C,Review,B,debt_consolidation,0.5734,40242.21,2024Q1,326.0,448.26,652.01,<$50k,50%+
APP-01363,0.06364023870417732,0.55,35249.91,1233.82,0.0350020751826033,C,Review,C,debt_consolidation,0.58,57996.44,2024Q1,1233.82,1696.51,2467.64,$50k-$85k,50%+
APP-01364,0.013871429190688804,0.35,3842.38,18.65,0.0048537625117765545,A,Approve,A,other,0.2367,31603.36,2024Q1,18.65,25.65,37.31,<$50k,20%-35%
APP-01365,0.01411059176294206,0.35,13831.79,68.31,0.004938623272909725,A,Approve,A,debt_consolidation,0.2722,94003.82,2024Q1,68.31,93.93,136.62,$85k-$130k,20%-35%
APP-01366,0.06364023870417732,0.55,33884.79,1186.04,0.03500213517628411,C,Review,A,debt_consolidation,0.482,47246.93,2024Q1,1186.04,1630.8,2372.08,<$50k,35%-50%
APP-01367,0.01411059176294206,0.35,9812.12,48.46,0.004938789986261888,A,Approve,A,debt_consolidation,0.2018,95956.01,2024Q1,48.46,66.63,96.92,$85k-$130k,20%-35%
APP-01368,0.01411059176294206,0.35,12418.84,61.33,0.004938464462059258,A,Approve,C,debt_consolidation,0.2101,77162.75,2024Q1,61.33,84.33,122.67,$50k-$85k,20%-35%
APP-01369,0.06364023870417732,0.55,34149.32,1195.3,0.035002161097204866,C,Review,A,home_improvement,0.1465,75301.35,2024Q1,1195.3,1643.54,2390.6,$50k-$85k,<20%
APP-01370,0.06364023870417732,0.55,11277.8,394.75,0.035002394083952545,C,Review,B,medical,0.121,119083.41,2024Q1,394.75,542.78,789.49,$85k-$130k,<20%
APP-01371,0.06364023870417732,0.55,12120.41,424.24,0.03500211626504384,C,Review,C,other,0.469,60513.82,2024Q1,424.24,583.33,848.48,$50k-$85k,35%-50%
APP-01372,0.01411059176294206,0.35,16268.2,80.34,0.004938468914815407,A,Approve,B,debt_consolidation,0.2675,160996.07,2024Q1,80.34,110.47,160.69,$130k+,20%-35%
APP-01373,0.01411059176294206,0.35,12701.53,62.73,0.004938775092449492,A,Approve,C,home_improvement,0.1473,86052.41,2024Q1,62.73,86.25,125.46,$85k-$130k,<20%
APP-01374,0.06364023870417732,0.55,9877.14,345.72,0.035002035002035005,C,Review,D,debt_consolidation,0.3807,116927.61,2024Q1,345.72,475.37,691.44,$85k-$130k,35%-50%
APP-01375,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,medical,0.2693,42921.72,2024Q1,0.0,0.0,0.0,<$50k,20%-35%
APP-01376,0.013871429190688804,0.35,8983.77,43.62,0.004855422612110505,A,Approve,C,debt_consolidation,0.3732,73839.08,2024Q1,43.62,59.97,87.23,$50k-$85k,35%-50%
APP-01377,0.013871429190688804,0.35,6073.95,29.49,0.004855160151137234,A,Approve,A,major_purchase,0.1217,41226.43,2024Q1,29.49,40.55,58.98,<$50k,<20%
APP-01378,0.013871429190688804,0.35,24054.26,116.78,0.004854857310098087,A,Approve,A,debt_consolidation,0.1429,26413.26,2024Q1,116.78,160.58,233.57,<$50k,<20%
APP-01379,0.01411059176294206,0.35,10894.21,53.8,0.00493840305997406,A,Approve,A,home_improvement,0.361,58599.99,2024Q1,53.8,73.98,107.61,$50k-$85k,35%-50%
APP-01380,0.06364023870417732,0.55,32862.43,1150.26,0.03500228071995893,C,Review,B,debt_consolidation,0.1647,157454.65,2024Q1,1150.26,1581.6,2300.51,$130k+,<20%
APP-01381,0.06364023870417732,0.55,30227.19,1058.02,0.03500226120919609,C,Review,A,medical,0.5005,39471.83,2024Q1,1058.02,1454.77,2116.03,<$50k,50%+
APP-01382,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,debt_consolidation,0.2374,35468.32,2024Q1,0.0,0.0,0.0,<$50k,20%-35%
APP-01383,0.01411059176294206,0.35,10582.94,52.27,0.00493908120049816,A,Approve,C,other,0.1159,55355.02,2024Q1,52.27,71.87,104.53,$50k-$85k,<20%
APP-01384,0.01411059176294206,0.35,24794.07,122.45,0.004938680902328661,A,Approve,A,debt_consolidation,0.1852,75941.26,2024Q1,122.45,168.37,244.9,$50k-$85k,<20%
APP-01385,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,debt_consolidation,0.2016,79975.73,2024Q1,0.0,0.0,0.0,$50k-$85k,20%-35%
APP-01386,0.06364023870417732,0.55,29460.37,1031.18,0.035002275938829014,C,Review,B,debt_consolidation,0.2107,46990.29,2024Q1,1031.18,1417.87,2062.35,<$50k,20%-35%
APP-01387,0.013871429190688804,0.35,10376.94,50.38,0.004854995788739262,A,Approve,B,debt_consolidation,0.2237,28135.31,2024Q1,50.38,69.27,100.76,<$50k,20%-35%
APP-01388,0.01411059176294206,0.35,12741.02,62.92,0.004938380129691344,A,Approve,C,debt_consolidation,0.2376,79823.76,2024Q1,62.92,86.52,125.85,$50k-$85k,20%-35%
APP-01389,0.06364023870417732,0.55,5232.09,183.13,0.0350013092282434,C,Review,B,debt_consolidation,0.4914,72714.76,2024Q1,183.13,251.81,366.27,$50k-$85k,35%-50%
APP-01390,0.06364023870417732,0.55,6541.14,228.95,0.03500154407335724,C,Review,B,small_business,0.2827,106409.52,2024Q1,228.95,314.81,457.91,$85k-$130k,20%-35%
APP-01391,0.013871429190688804,0.35,11210.37,54.43,0.004855325916985791,A,Approve,A,major_purchase,0.4626,73679.7,2024Q1,54.43,74.84,108.85,$50k-$85k,35%-50%
APP-01392,0.06364023870417732,0.55,26505.58,927.75,0.03500206371639481,C,Review,B,small_business,0.5706,27552.29,2024Q1,927.75,1275.66,1855.5,<$50k,50%+
APP-01393,0.06364023870417732,0.55,10861.0,380.16,0.0350023018138293,C,Review,A,debt_consolidation,0.2409,72214.11,2024Q1,380.16,522.72,760.32,$50k-$85k,20%-35%
APP-01394,0.01411059176294206,0.35,15727.41,77.67,0.004938511808365141,A,Approve,C,home_improvement,0.505,40822.22,2024Q1,77.67,106.8,155.35,<$50k,50%+
APP-01395,0.013871429190688804,0.35,20564.03,99.84,0.004855079476153264,A,Approve,B,debt_consolidation,0.141,43189.54,2024Q1,99.84,137.28,199.68,<$50k,<20%
APP-01396,0.06364023870417732,0.55,27364.15,957.8,0.035002000793008366,C,Review,A,medical,0.1873,130994.06,2024Q1,957.8,1316.98,1915.61,$130k+,<20%
APP-01397,0.06364023870417732,0.55,42000.0,1470.09,0.03500214285714286,C,Review,B,debt_consolidation,0.3939,86616.66,2024Q1,1470.09,2021.37,2940.18,$85k-$130k,35%-50%
APP-01398,0.013871429190688804,0.35,12479.86,60.59,0.004855022412110392,A,Approve,C,debt_consolidation,0.2631,74752.37,2024Q1,60.59,83.31,121.18,$50k-$85k,20%-35%
APP-01399,0.06364023870417732,0.55,22618.38,791.69,0.03500206469251998,C,Review,B,debt_consolidation,0.3195,61713.85,2024Q1,791.69,1088.58,1583.38,$50k-$85k,20%-35%
APP-01400,0.013871429190688804,0.35,12023.48,58.37,0.004854667700199942,A,Approve,B,major_purchase,0.5149,49331.25,2024Q1,58.37,80.26,116.75,<$50k,50%+
APP-01401,0.06364023870417732,0.55,17060.52,597.15,0.03500186395256416,C,Review,D,medical,0.3372,29257.91,2024Q1,597.15,821.09,1194.31,<$50k,20%-35%
APP-01402,0.06364023870417732,0.55,12992.37,454.76,0.035002081991199446,C,Review,C,home_improvement,0.4922,105270.45,2024Q1,454.76,625.3,909.52,$85k-$130k,35%-50%
APP-01403,0.01411059176294206,0.35,13430.61,66.33,0.00493871834562987,A,Approve,A,debt_consolidation,0.0801,55950.21,2024Q1,66.33,91.2,132.66,$50k-$85k,<20%
APP-01404,0.013871429190688804,0.35,14118.36,68.54,0.004854671505755626,A,Approve,A,debt_consolidation,0.1614,73775.74,2024Q1,68.54,94.25,137.09,$50k-$85k,<20%
APP-01405,0.013871429190688804,0.35,10122.67,49.15,0.004855438337908872,A,Approve,D,home_improvement,0.1778,24000.0,2024Q1,49.15,67.58,98.29,<$50k,<20%
APP-01406,0.06364023870417732,0.55,20015.0,700.57,0.03500224831376468,C,Review,C,debt_consolidation,0.4479,51710.57,2024Q1,700.57,963.28,1401.14,$50k-$85k,35%-50%
APP-01407,0.06364023870417732,0.55,4941.87,172.98,0.03500294422961348,C,Review,C,debt_consolidation,0.2621,31014.69,2024Q1,172.98,237.84,345.95,<$50k,20%-35%
APP-01408,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,debt_consolidation,0.58,53554.29,2024Q1,0.0,0.0,0.0,$50k-$85k,50%+
APP-01409,0.013871429190688804,0.35,22813.53,110.76,0.004855013669519799,A,Approve,B,debt_consolidation,0.3179,51066.29,2024Q1,110.76,152.29,221.52,$50k-$85k,20%-35%
APP-01410,0.06364023870417732,0.55,19638.16,687.38,0.03500226090428024,C,Review,D,debt_consolidation,0.2794,45405.56,2024Q1,687.38,945.14,1374.75,<$50k,20%-35%
APP-01411,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,medical,0.4279,41510.47,2024Q1,0.0,0.0,0.0,<$50k,35%-50%
APP-01412,0.013871429190688804,0.35,10785.54,52.36,0.004854647982391238,A,Approve,B,debt_consolidation,0.2212,98547.37,2024Q1,52.36,72.0,104.73,$85k-$130k,20%-35%
APP-01413,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,home_improvement,0.4617,43660.24,2024Q1,0.0,0.0,0.0,<$50k,35%-50%
APP-01414,0.013871429190688804,0.35,18187.38,88.3,0.004855014850957092,A,Approve,C,home_improvement,0.2711,38447.76,2024Q1,88.3,121.41,176.6,<$50k,20%-35%
APP-01415,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,B,small_business,0.3762,120642.96,2024Q1,0.0,0.0,0.0,$85k-$130k,35%-50%
APP-01416,0.06364023870417732,0.55,27361.42,957.71,0.0350022038329882,C,Review,C,home_improvement,0.1148,25981.14,2024Q1,957.71,1316.85,1915.42,<$50k,<20%
APP-01417,0.06364023870417732,0.55,27704.88,969.73,0.035002136807667096,C,Review,A,debt_consolidation,0.3852,42716.58,2024Q1,969.73,1333.38,1939.46,<$50k,35%-50%
APP-01418,0.06364023870417732,0.55,9360.09,327.62,0.03500180019636563,C,Review,B,debt_consolidation,0.3662,98264.65,2024Q1,327.62,450.48,655.25,$85k-$130k,35%-50%
APP-01419,0.013871429190688804,0.35,16320.01,79.23,0.004854776437024242,A,Approve,C,other,0.2991,73538.43,2024Q1,79.23,108.95,158.47,$50k-$85k,20%-35%
APP-01420,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,medical,0.2423,63578.07,2024Q1,0.0,0.0,0.0,$50k-$85k,20%-35%
APP-01421,0.01411059176294206,0.35,8322.23,41.1,0.004938580164210795,A,Approve,B,debt_consolidation,0.3508,71796.91,2024Q1,41.1,56.51,82.2,$50k-$85k,35%-50%
APP-01422,0.01411059176294206,0.35,18983.35,93.75,0.004938538245357116,A,Approve,A,major_purchase,0.1892,43227.61,2024Q1,93.75,128.91,187.51,<$50k,<20%
APP-01423,0.06364023870417732,0.55,13170.86,461.01,0.03500227016307211,C,Review,C,other,0.3014,47699.79,2024Q1,461.01,633.89,922.02,<$50k,20%-35%
APP-01424,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,debt_consolidation,0.1606,43450.41,2024Q1,0.0,0.0,0.0,<$50k,<20%
APP-01425,0.013871429190688804,0.35,17542.0,85.17,0.00485520465169308,A,Approve,A,home_improvement,0.2193,177523.4,2024Q1,85.17,117.1,170.33,$130k+,20%-35%
APP-01426,0.06364023870417732,0.55,24575.16,860.18,0.035002010159852465,C,Review,D,major_purchase,0.4868,82493.92,2024Q1,860.18,1182.75,1720.37,$50k-$85k,35%-50%
APP-01427,0.013871429190688804,0.35,17771.77,86.28,0.004854890649608902,A,Approve,B,home_improvement,0.2208,52001.15,2024Q1,86.28,118.64,172.56,$50k-$85k,20%-35%
APP-01428,0.06364023870417732,0.55,12964.01,453.77,0.03500228710098187,C,Review,C,debt_consolidation,0.58,73421.8,2024Q1,453.77,623.93,907.54,$50k-$85k,50%+
APP-01429,0.06364023870417732,0.55,27021.26,945.8,0.03500206874142805,C,Review,D,debt_consolidation,0.3133,77768.23,2024Q1,945.8,1300.48,1891.6,$50k-$85k,20%-35%
APP-01430,0.06364023870417732,0.55,42000.0,1470.09,0.03500214285714286,C,Review,B,debt_consolidation,0.3898,67228.41,2024Q2,1470.09,2021.37,2940.18,$50k-$85k,35%-50%
APP-01431,0.013871429190688804,0.35,20421.73,99.15,0.004855122460242106,A,Approve,A,home_improvement,0.3048,33735.6,2024Q2,99.15,136.33,198.3,<$50k,20%-35%
APP-01432,0.06364023870417732,0.55,29537.65,1033.88,0.035002107479775814,C,Review,E,home_improvement,0.2855,88938.05,2024Q2,1033.88,1421.59,2067.76,$85k-$130k,20%-35%
APP-01433,0.01411059176294206,0.35,9501.19,46.92,0.0049383287777636274,A,Approve,A,debt_consolidation,0.3585,112582.91,2024Q2,46.92,64.52,93.85,$85k-$130k,35%-50%
APP-01434,0.06364023870417732,0.55,16802.44,588.12,0.03500205922473165,C,Review,D,home_improvement,0.3381,106647.14,2024Q2,588.12,808.67,1176.24,$85k-$130k,20%-35%
APP-01435,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,C,home_improvement,0.3534,29991.05,2024Q2,0.0,0.0,0.0,<$50k,35%-50%
APP-01436,0.06364023870417732,0.55,11864.26,415.27,0.03500176159322199,C,Review,B,debt_consolidation,0.5531,66854.28,2024Q2,415.27,571.0,830.55,$50k-$85k,50%+
APP-01437,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,debt_consolidation,0.3902,62175.95,2024Q2,0.0,0.0,0.0,$50k-$85k,35%-50%
APP-01438,0.013871429190688804,0.35,25310.37,122.88,0.0048549270516393085,A,Approve,B,other,0.2539,62591.9,2024Q2,122.88,168.96,245.76,$50k-$85k,20%-35%
APP-01439,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,B,debt_consolidation,0.58,88046.13,2024Q2,0.0,0.0,0.0,$85k-$130k,50%+
APP-01440,0.06364023870417732,0.55,29665.58,1038.36,0.03500218097876394,C,Review,C,other,0.1028,32283.14,2024Q2,1038.36,1427.74,2076.72,<$50k,<20%
APP-01441,0.06364023870417732,0.55,9408.12,329.3,0.035001679400347784,C,Review,C,other,0.58,96129.02,2024Q2,329.3,452.79,658.61,$85k-$130k,50%+
APP-01442,0.013871429190688804,0.35,12880.09,62.53,0.0048547797414459064,A,Approve,B,small_business,0.0629,24000.0,2024Q2,62.53,85.98,125.07,<$50k,<20%
APP-01443,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,medical,0.3065,88331.72,2024Q2,0.0,0.0,0.0,$85k-$130k,20%-35%
APP-01444,0.06364023870417732,0.55,20788.98,727.66,0.035002198280050294,C,Review,D,major_purchase,0.4294,70425.34,2024Q2,727.66,1000.53,1455.32,$50k-$85k,35%-50%
APP-01445,0.06364023870417732,0.55,12794.11,447.82,0.03500204390926762,C,Review,B,small_business,0.3653,95272.94,2024Q2,447.82,615.75,895.64,$85k-$130k,35%-50%
APP-01446,0.06364023870417732,0.55,15134.96,529.76,0.03500240502782961,C,Review,D,major_purchase,0.3576,83167.37,2024Q2,529.76,728.41,1059.51,$50k-$85k,35%-50%
APP-01447,0.06364023870417732,0.55,17013.75,595.52,0.035002277569612814,C,Review,B,debt_consolidation,0.1107,75165.96,2024Q2,595.52,818.84,1191.04,$50k-$85k,<20%
APP-01448,0.01411059176294206,0.35,12526.35,61.86,0.004938389874145302,A,Approve,A,debt_consolidation,0.1944,61612.76,2024Q2,61.86,85.06,123.73,$50k-$85k,<20%
APP-01449,0.06364023870417732,0.55,18515.0,648.06,0.03500189035916824,C,Review,A,debt_consolidation,0.4069,130424.56,2024Q2,648.06,891.09,1296.13,$130k+,35%-50%
APP-01450,0.013871429190688804,0.35,34292.27,166.49,0.004855030011136621,A,Approve,A,debt_consolidation,0.2079,153198.31,2024Q2,166.49,228.92,332.98,$130k+,20%-35%
APP-01451,0.013871429190688804,0.35,24894.52,120.86,0.004854883725414268,A,Approve,B,debt_consolidation,0.4115,50460.45,2024Q2,120.86,166.19,241.73,$50k-$85k,35%-50%
APP-01452,0.06364023870417732,0.55,15016.9,525.62,0.03500189786174244,C,Review,B,other,0.37,32173.76,2024Q2,525.62,722.73,1051.25,<$50k,35%-50%
APP-01453,0.01411059176294206,0.35,17952.85,88.66,0.004938491660098536,A,Approve,A,debt_consolidation,0.3186,139224.86,2024Q2,88.66,121.91,177.33,$130k+,20%-35%
APP-01454,0.06364023870417732,0.55,10583.21,370.43,0.03500166773597047,C,Review,C,debt_consolidation,0.3309,77845.7,2024Q2,370.43,509.35,740.87,$50k-$85k,20%-35%
APP-01455,0.06364023870417732,0.55,8057.83,282.04,0.03500197944111504,C,Review,D,debt_consolidation,0.2954,32947.02,2024Q2,282.04,387.81,564.08,<$50k,20%-35%
APP-01456,0.06364023870417732,0.55,9422.79,329.82,0.0350023719089569,C,Review,B,debt_consolidation,0.2048,140856.51,2024Q2,329.82,453.5,659.64,$130k+,20%-35%
APP-01457,0.013871429190688804,0.35,28855.98,140.1,0.004855146143017843,A,Approve,A,debt_consolidation,0.1251,50119.58,2024Q2,140.1,192.63,280.19,$50k-$85k,<20%
APP-01458,0.06364023870417732,0.55,16357.83,572.56,0.03500219772427027,C,Review,C,debt_consolidation,0.191,41597.84,2024Q2,572.56,787.27,1145.12,<$50k,<20%
APP-01459,0.013871429190688804,0.35,5235.89,25.42,0.004854953026133093,A,Approve,A,debt_consolidation,0.0534,60789.14,2024Q2,25.42,34.95,50.84,$50k-$85k,<20%
APP-01460,0.06364023870417732,0.55,42000.0,1470.09,0.03500214285714286,C,Review,D,debt_consolidation,0.217,90408.2,2024Q2,1470.09,2021.37,2940.18,$85k-$130k,20%-35%
APP-01461,0.013871429190688804,0.35,19926.07,96.74,0.004854946309031334,A,Approve,A,other,0.2767,42029.64,2024Q2,96.74,133.02,193.48,<$50k,20%-35%
APP-01462,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,home_improvement,0.58,94425.96,2024Q2,0.0,0.0,0.0,$85k-$130k,50%+
APP-01463,0.013871429190688804,0.35,35313.72,171.45,0.004855053503284275,A,Approve,A,debt_consolidation,0.1725,39854.3,2024Q2,171.45,235.74,342.9,<$50k,<20%
APP-01464,0.013871429190688804,0.35,13070.11,63.46,0.004855353168412508,A,Approve,A,debt_consolidation,0.0728,29287.49,2024Q2,63.46,87.25,126.91,<$50k,<20%
APP-01465,0.06364023870417732,0.55,16033.15,561.19,0.0350018555305726,C,Review,A,debt_consolidation,0.1743,108634.49,2024Q2,561.19,771.64,1122.39,$85k-$130k,<20%
APP-01466,0.06364023870417732,0.55,12329.63,431.56,0.0350018613697248,C,Review,E,home_improvement,0.3117,50002.48,2024Q2,431.56,593.4,863.13,$50k-$85k,20%-35%
APP-01467,0.01411059176294206,0.35,31045.11,153.32,0.004938619963015109,A,Approve,A,major_purchase,0.1538,42513.05,2024Q2,153.32,210.82,306.65,<$50k,<20%
APP-01468,0.01411059176294206,0.35,11217.78,55.4,0.004938588562086259,A,Approve,C,home_improvement,0.1208,42743.7,2024Q2,55.4,76.18,110.8,<$50k,<20%
APP-01469,0.06364023870417732,0.55,26048.18,911.74,0.03500206156437801,C,Review,D,medical,0.58,123910.48,2024Q2,911.74,1253.64,1823.48,$85k-$130k,50%+
APP-01470,0.013871429190688804,0.35,20881.0,101.38,0.004855131459221301,A,Approve,B,home_improvement,0.3316,126681.37,2024Q2,101.38,139.39,202.75,$85k-$130k,20%-35%
APP-01471,0.06364023870417732,0.55,42000.0,1470.09,0.03500214285714286,C,Review,B,home_improvement,0.3698,100382.82,2024Q2,1470.09,2021.37,2940.18,$85k-$130k,35%-50%
APP-01472,0.01411059176294206,0.35,10220.38,50.48,0.0049391509904719785,A,Approve,C,debt_consolidation,0.177,66109.65,2024Q2,50.48,69.4,100.95,$50k-$85k,<20%
APP-01473,0.06364023870417732,0.55,22494.71,787.36,0.03500200713856725,C,Review,C,home_improvement,0.3347,129017.23,2024Q2,787.36,1082.62,1574.73,$85k-$130k,20%-35%
APP-01474,0.06364023870417732,0.55,6949.53,243.25,0.03500236706654983,C,Review,C,small_business,0.2937,41934.55,2024Q2,243.25,334.47,486.5,<$50k,20%-35%
APP-01475,0.06364023870417732,0.55,8710.49,304.89,0.03500262327377679,C,Review,B,small_business,0.5263,59409.4,2024Q2,304.89,419.22,609.77,$50k-$85k,50%+
