wallet_id,counterparty_wallet_id,transaction_time,amount_usd,stablecoin_risk_score,stablecoin_risk_action,risk_exposure_score,top_reason_1,top_reason_2,top_reason_3
W0434,W0180,2026-01-24 23:57:26,5834.376584,0.632043,monitor,3687.573996,risky_address_exposure,new_counterparty,imbalanced_flow
W0435,W0307,2026-01-05 11:08:02,1636.633635,0.281969,normal,461.480415,high_wallet_velocity,new_counterparty,imbalanced_flow
W0435,W0395,2026-01-09 13:33:49,487.085941,0.420465,monitor,204.802439,high_wallet_velocity,new_counterparty,imbalanced_flow
W0435,W0051,2026-01-30 09:57:31,7.594341,0.169751,normal,1.289149,new_counterparty,imbalanced_flow,
W0435,W0722,2026-03-08 22:16:06,85.248728,0.429154,monitor,36.584794,high_wallet_velocity,new_counterparty,imbalanced_flow
W0436,W0288,2026-01-15 05:22:18,695.436414,0.256294,normal,178.235965,high_wallet_velocity,new_counterparty,imbalanced_flow
W0436,W0021,2026-01-22 03:32:05,16165.635156,0.410196,monitor,6631.072603,high_wallet_velocity,large_transfer,new_counterparty
W0436,W0130,2026-03-12 12:41:16,119.969463,0.299369,normal,35.915099,high_wallet_velocity,new_counterparty,
W0437,W0304,2026-01-25 01:57:31,81.949253,0.194229,normal,15.916896,new_counterparty,imbalanced_flow,
W0437,W0475,2026-02-02 00:54:26,2529.864672,0.318777,normal,806.461995,high_wallet_velocity,new_counterparty,imbalanced_flow
W0437,W0736,2026-02-28 10:30:20,24.904817,0.238738,normal,5.945718,new_counterparty,imbalanced_flow,
W0438,W0180,2026-03-09 03:06:53,54.5473,0.806109,review,43.971051,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0438,W0301,2026-03-17 14:38:47,298.889753,0.220628,normal,65.943546,new_counterparty,,
W0439,W0689,2026-01-01 11:53:53,98.025113,0.260326,normal,25.518471,new_counterparty,imbalanced_flow,
W0440,W0774,2026-02-09 07:09:37,142.107319,0.190728,normal,27.103777,new_counterparty,imbalanced_flow,
W0440,W0372,2026-02-23 21:40:43,22.92506,0.290226,normal,6.653458,high_wallet_velocity,new_counterparty,imbalanced_flow
W0440,W0403,2026-03-03 22:29:50,113.349261,0.61171,monitor,69.336928,high_counterparty_risk,high_wallet_velocity,new_counterparty
W0440,W0202,2026-03-19 02:41:24,112.239555,0.318344,normal,35.730777,high_wallet_velocity,new_counterparty,
W0440,W0572,2026-03-20 05:53:09,215.316197,0.237879,normal,51.219142,high_wallet_velocity,new_counterparty,
W0441,W0594,2026-01-26 10:50:12,2061.888461,0.37651,normal,776.321568,high_wallet_velocity,new_counterparty,imbalanced_flow
W0442,W0666,2026-01-12 06:33:25,684.785157,0.330962,normal,226.637886,high_wallet_velocity,new_counterparty,imbalanced_flow
W0442,W0027,2026-01-14 22:43:43,29.682939,0.464033,monitor,13.773852,risky_address_exposure,new_counterparty,
W0442,W0473,2026-02-13 18:19:37,46846.513801,0.29347,normal,13748.03387,high_wallet_velocity,large_transfer,new_counterparty
W0442,W0275,2026-02-15 19:40:04,26026.523343,0.630439,monitor,16408.128425,risky_address_exposure,high_wallet_velocity,large_transfer
W0442,W0523,2026-02-25 15:29:56,400476.70773,0.396475,normal,158779.2027,high_wallet_velocity,large_transfer,new_counterparty
W0442,W0413,2026-03-09 15:55:43,83.419679,0.561674,monitor,46.854632,risky_address_exposure,high_wallet_velocity,new_counterparty
W0443,W0061,2026-01-27 15:32:36,666.801472,0.266932,normal,177.990498,high_wallet_velocity,new_counterparty,imbalanced_flow
W0443,W0341,2026-02-04 04:49:32,348.970788,0.884752,high_risk,308.752603,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0443,W0125,2026-02-07 22:54:50,402.166147,0.471631,monitor,189.673827,risky_address_exposure,new_counterparty,
W0444,W0362,2025-12-31 10:24:41,24.91934,0.627161,monitor,15.628439,risky_address_exposure,high_wallet_velocity,new_counterparty
W0444,W0419,2026-01-21 06:15:58,318.046308,0.42358,monitor,134.718156,new_counterparty,imbalanced_flow,
W0444,W0562,2026-02-01 14:04:44,884.090622,0.270918,normal,239.516488,high_wallet_velocity,new_counterparty,imbalanced_flow
W0445,W0720,2025-12-24 17:21:01,4450.008608,0.15371,normal,684.008851,new_counterparty,imbalanced_flow,
W0445,W0700,2026-01-17 07:32:36,140.443772,0.762452,review,107.081635,risky_address_exposure,high_wallet_velocity,new_counterparty
W0445,W0244,2026-01-29 20:44:56,1201.445245,0.253047,normal,304.021917,high_wallet_velocity,new_counterparty,
W0445,W0595,2026-03-02 15:48:35,20.575574,0.246266,normal,5.067059,new_counterparty,imbalanced_flow,
W0445,W0046,2026-03-08 01:54:30,136.361483,0.249203,normal,33.981755,high_wallet_velocity,new_counterparty,imbalanced_flow
W0446,W0437,2025-12-25 14:59:01,5.270638,0.348386,normal,1.836214,high_wallet_velocity,new_counterparty,imbalanced_flow
W0446,W0609,2026-01-05 00:51:17,10065.989839,0.174084,normal,1752.32515,new_counterparty,,
W0446,W0125,2026-02-19 00:11:17,43.815369,0.261743,normal,11.468352,high_wallet_velocity,new_counterparty,
W0446,W0180,2026-03-01 20:24:51,87712.906715,0.656785,review,57608.499517,risky_address_exposure,high_wallet_velocity,large_transfer
W0447,W0456,2026-01-05 02:14:26,595.077983,0.308581,normal,183.629572,high_wallet_velocity,new_counterparty,imbalanced_flow
W0447,W0506,2026-01-22 17:41:46,223.113228,0.297017,normal,66.268332,high_wallet_velocity,new_counterparty,
W0447,W0601,2026-02-04 01:08:51,2.22101,0.244084,normal,0.542113,new_counterparty,imbalanced_flow,
W0448,W0380,2026-02-21 00:05:47,86.263312,0.352206,normal,30.382486,high_wallet_velocity,new_counterparty,imbalanced_flow
W0448,W0783,2026-03-16 06:12:22,14.239773,0.547837,monitor,7.801068,risky_address_exposure,high_wallet_velocity,new_counterparty
W0449,W0192,2026-01-21 22:44:08,3200.815494,0.555931,monitor,1779.431092,high_counterparty_risk,high_wallet_velocity,new_counterparty
W0449,W0017,2026-02-17 00:55:00,206.02164,0.341406,normal,70.337035,high_wallet_velocity,new_counterparty,imbalanced_flow
W0449,W0340,2026-02-21 11:02:59,440.899576,0.521649,monitor,229.994716,high_counterparty_risk,high_wallet_velocity,new_counterparty
W0450,W0452,2025-12-22 13:34:35,2633.513573,0.330442,normal,870.22337,high_wallet_velocity,new_counterparty,imbalanced_flow
W0450,W0071,2025-12-23 12:01:09,17.195223,0.187624,normal,3.226242,new_counterparty,,
W0450,W0341,2025-12-28 07:13:12,140.185832,0.358697,normal,50.284274,high_wallet_velocity,new_counterparty,imbalanced_flow
W0450,W0385,2026-01-17 09:21:34,47.199497,0.330414,normal,15.595379,high_wallet_velocity,new_counterparty,
W0450,W0278,2026-02-21 06:55:20,156.035977,0.170285,normal,26.570596,new_counterparty,imbalanced_flow,
W0451,W0190,2026-01-07 14:13:41,28.136226,0.756365,review,21.281267,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0451,W0527,2026-01-09 18:20:29,299.981925,0.617943,monitor,185.371842,risky_address_exposure,new_counterparty,imbalanced_flow
W0451,W0702,2026-02-03 02:15:43,28.490729,0.448789,monitor,12.786339,high_wallet_velocity,new_counterparty,
W0451,W0653,2026-02-17 18:34:12,4570.827236,0.241852,normal,1105.462967,new_counterparty,,
W0451,W0011,2026-03-12 03:15:53,24.750156,0.622438,monitor,15.405431,risky_address_exposure,high_wallet_velocity,new_counterparty
W0452,W0539,2025-12-24 09:25:19,275.03337,0.308076,normal,84.731162,high_wallet_velocity,new_counterparty,imbalanced_flow
W0452,W0058,2026-01-17 22:51:32,342.39157,0.361588,normal,123.804637,high_wallet_velocity,new_counterparty,imbalanced_flow
W0452,W0326,2026-03-18 10:47:37,1050.366857,0.384133,normal,403.480786,high_wallet_velocity,new_counterparty,imbalanced_flow
W0453,W0799,2026-01-10 09:09:06,167.141263,0.208228,normal,34.803423,new_counterparty,imbalanced_flow,
W0453,W0514,2026-01-14 20:25:37,49.083673,0.335912,normal,16.487795,high_wallet_velocity,new_counterparty,imbalanced_flow
W0453,W0285,2026-01-19 14:18:57,12.855476,0.245987,normal,3.162284,high_wallet_velocity,new_counterparty,
W0453,W0266,2026-01-30 17:41:46,1643.048816,0.376798,normal,619.0976,high_wallet_velocity,new_counterparty,imbalanced_flow
W0453,W0228,2026-02-06 00:38:19,591.510975,0.192522,normal,113.879081,new_counterparty,,
W0453,W0108,2026-02-16 19:28:01,321.566317,0.284021,normal,91.331705,high_wallet_velocity,new_counterparty,
W0453,W0459,2026-02-19 20:21:33,3252.074556,0.334615,normal,1088.193034,high_wallet_velocity,new_counterparty,imbalanced_flow
W0453,W0505,2026-02-21 13:34:38,57.756858,0.59374,monitor,34.292565,risky_address_exposure,new_counterparty,imbalanced_flow
W0453,W0115,2026-02-25 21:27:48,4691.395808,0.164603,normal,772.219657,new_counterparty,,
W0453,W0326,2026-03-19 04:35:32,104.545036,0.254181,normal,26.573336,high_wallet_velocity,new_counterparty,imbalanced_flow
W0454,W0673,2026-01-03 19:23:33,30.658056,0.454012,monitor,13.919123,high_wallet_velocity,new_counterparty,imbalanced_flow
W0454,W0425,2026-01-12 14:57:23,73.939057,0.636342,monitor,47.050556,risky_address_exposure,new_counterparty,imbalanced_flow
W0455,W0345,2026-02-05 13:30:08,3169.774241,0.229733,normal,728.201799,high_wallet_velocity,new_counterparty,imbalanced_flow
W0455,W0219,2026-02-26 12:07:53,110.285895,0.377085,normal,41.58721,new_counterparty,,
W0455,W0612,2026-03-02 21:52:29,398.205205,0.809971,review,322.53464,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0455,W0780,2026-03-07 18:19:17,2091.989854,0.156647,normal,327.704539,new_counterparty,,
W0456,W0596,2026-02-14 21:45:31,9070.836345,0.653007,review,5923.318202,risky_address_exposure,high_wallet_velocity,new_counterparty
W0456,W0122,2026-02-19 18:31:11,128.403729,0.234259,normal,30.079672,new_counterparty,,
W0456,W0734,2026-02-21 17:39:42,430.604216,0.240841,normal,103.707055,new_counterparty,,
W0456,W0443,2026-03-04 16:10:53,411.117069,0.414798,monitor,170.530741,high_wallet_velocity,new_counterparty,
W0457,W0503,2025-12-28 00:57:28,4445.032508,0.215368,normal,957.317379,high_wallet_velocity,new_counterparty,imbalanced_flow
W0457,W0135,2026-01-06 09:30:03,79.757755,0.360118,normal,28.722197,new_counterparty,imbalanced_flow,
W0457,W0028,2026-02-27 18:19:17,3055.430664,0.692206,review,2114.987996,high_counterparty_risk,risky_address_exposure,new_counterparty
W0458,W0549,2026-01-09 06:58:46,515.592925,0.267014,normal,137.670549,new_counterparty,,
W0458,W0717,2026-01-26 22:52:49,1552.976565,0.276694,normal,429.699051,high_wallet_velocity,new_counterparty,imbalanced_flow
W0458,W0756,2026-02-11 08:47:33,752.038618,0.194683,normal,146.408858,new_counterparty,imbalanced_flow,
W0459,W0400,2025-12-26 14:51:31,1819.972025,0.345083,normal,628.040999,high_wallet_velocity,new_counterparty,imbalanced_flow
W0459,W0686,2026-02-01 20:20:02,31.25537,0.207204,normal,6.476245,new_counterparty,,
W0459,W0056,2026-02-03 07:23:08,658.194288,0.736723,review,484.906832,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0460,W0117,2026-03-07 17:37:18,148.296149,0.188755,normal,27.991573,new_counterparty,imbalanced_flow,
W0460,W0583,2026-03-15 02:50:32,2589.21144,0.374921,normal,970.749523,risky_address_exposure,new_counterparty,
W0461,W0639,2026-01-06 03:32:32,367.956952,0.477799,monitor,175.809527,risky_address_exposure,high_wallet_velocity,new_counterparty
W0462,W0246,2026-03-06 15:13:20,972.761792,0.265301,normal,258.074426,high_wallet_velocity,new_counterparty,imbalanced_flow
W0463,W0783,2025-12-24 21:55:49,24.520453,0.223903,normal,5.490195,new_counterparty,,
W0463,W0785,2025-12-29 10:56:26,349.890186,0.277096,normal,96.953297,high_wallet_velocity,new_counterparty,imbalanced_flow
W0463,W0094,2026-01-03 13:04:48,146.35882,0.51341,monitor,75.142152,risky_address_exposure,new_counterparty,
W0463,W0512,2026-02-06 14:05:11,1971.517765,0.514528,monitor,1014.40055,risky_address_exposure,high_wallet_velocity,new_counterparty
W0463,W0334,2026-02-28 12:07:14,15989.36791,0.217814,normal,3482.702193,large_transfer,new_counterparty,
W0463,W0678,2026-03-16 02:13:27,74.314668,0.264545,normal,19.659605,high_wallet_velocity,new_counterparty,imbalanced_flow
W0464,W0651,2026-01-08 09:52:46,2331.370843,0.317984,normal,741.338875,high_wallet_velocity,new_counterparty,imbalanced_flow
W0465,W0757,2026-01-06 17:26:01,5850.674183,0.331888,normal,1941.771105,new_counterparty,,
W0465,W0352,2026-01-31 02:40:12,110.120705,0.487278,monitor,53.659401,high_counterparty_risk,high_wallet_velocity,new_counterparty
W0466,W0123,2025-12-25 18:42:40,44.86664,0.493158,monitor,22.126335,risky_address_exposure,high_wallet_velocity,new_counterparty
W0467,W0069,2025-12-31 22:08:44,529.747793,0.480713,monitor,254.656453,risky_address_exposure,high_wallet_velocity,new_counterparty
W0467,W0332,2026-01-14 23:26:07,18.87265,0.2414,normal,4.555858,high_wallet_velocity,new_counterparty,
W0467,W0003,2026-01-22 10:58:22,450.558192,0.25696,normal,115.7755,high_wallet_velocity,new_counterparty,
W0467,W0366,2026-01-23 16:10:06,77.460824,0.266865,normal,20.671588,high_wallet_velocity,new_counterparty,
W0467,W0276,2026-01-25 04:44:50,7.777711,0.406982,monitor,3.165389,risky_address_exposure,new_counterparty,imbalanced_flow
W0467,W0191,2026-02-14 20:03:19,62.425962,0.713954,review,44.569236,high_counterparty_risk,risky_address_exposure,new_counterparty
W0468,W0660,2026-01-24 00:32:09,10.106533,0.199243,normal,2.013652,new_counterparty,imbalanced_flow,
W0468,W0070,2026-02-13 10:50:32,66.84352,0.430981,monitor,28.808295,high_wallet_velocity,new_counterparty,imbalanced_flow
W0469,W0422,2026-02-04 13:50:41,49.274396,0.284681,normal,14.027461,high_wallet_velocity,new_counterparty,
W0469,W0128,2026-03-02 18:15:55,1591.587184,0.201067,normal,320.016431,new_counterparty,imbalanced_flow,
W0470,W0210,2026-02-24 19:48:32,20975.75061,0.333946,normal,7004.771283,large_transfer,new_counterparty,imbalanced_flow
W0471,W0787,2025-12-26 17:36:41,567.099959,0.317783,normal,180.21493,high_wallet_velocity,new_counterparty,imbalanced_flow
W0471,W0478,2026-02-06 22:48:56,12.276658,0.215927,normal,2.650856,new_counterparty,,
W0471,W0189,2026-03-10 09:51:26,76.794495,0.276068,normal,21.200503,new_counterparty,imbalanced_flow,
W0472,W0551,2025-12-30 10:58:13,412.010726,0.277499,normal,114.33253,high_wallet_velocity,new_counterparty,imbalanced_flow
W0472,W0492,2026-01-13 15:04:13,159.386476,0.215008,normal,34.26933,new_counterparty,,
W0472,W0304,2026-01-22 15:25:45,1606.610018,0.419699,monitor,674.292724,risky_address_exposure,new_counterparty,
W0472,W0424,2026-02-06 13:16:09,1157.189628,0.255605,normal,295.783943,high_wallet_velocity,new_counterparty,imbalanced_flow
W0473,W0102,2026-01-18 05:18:49,569.42186,0.275924,normal,157.117237,high_wallet_velocity,new_counterparty,
W0473,W0327,2026-01-25 14:17:54,366.050501,0.257579,normal,94.286848,high_wallet_velocity,new_counterparty,imbalanced_flow
W0473,W0672,2026-03-01 04:45:02,231.491609,0.2097,normal,48.543857,new_counterparty,imbalanced_flow,
W0474,W0106,2026-02-06 11:11:34,248.430122,0.188248,normal,46.766496,new_counterparty,imbalanced_flow,
W0474,W0744,2026-02-07 21:56:25,21.92323,0.319432,normal,7.002975,high_wallet_velocity,new_counterparty,
W0474,W0574,2026-02-09 05:49:15,4389.400836,0.482258,monitor,2116.825793,risky_address_exposure,high_wallet_velocity,new_counterparty
W0474,W0269,2026-02-19 23:11:53,156.776802,0.574623,monitor,90.087606,risky_address_exposure,high_wallet_velocity,new_counterparty
W0474,W0173,2026-02-27 09:16:03,5569.973695,0.217794,normal,1213.105351,new_counterparty,,
W0474,W0226,2026-03-05 00:57:48,249.28329,0.699058,review,174.26345,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0474,W0414,2026-03-08 23:00:28,142.863546,0.158224,normal,22.60444,new_counterparty,imbalanced_flow,
W0475,W0135,2026-02-12 13:23:02,1935.954041,0.219662,normal,425.2552,new_counterparty,imbalanced_flow,
W0475,W0693,2026-03-08 07:59:38,247.859015,0.62768,monitor,155.576027,risky_address_exposure,new_counterparty,imbalanced_flow
W0476,W0763,2026-01-22 03:04:43,247.418274,0.3075,normal,76.081229,high_wallet_velocity,new_counterparty,
W0476,W0741,2026-01-25 12:01:22,31.074587,0.195073,normal,6.061823,high_wallet_velocity,new_counterparty,
W0476,W0198,2026-03-20 19:50:56,197.213916,0.446041,monitor,87.965493,high_wallet_velocity,new_counterparty,imbalanced_flow
W0477,W0396,2026-02-06 06:57:19,436.256764,0.251249,normal,109.609206,high_wallet_velocity,new_counterparty,
W0477,W0032,2026-02-20 12:56:54,379.775744,0.53734,monitor,204.068783,risky_address_exposure,high_wallet_velocity,new_counterparty
W0477,W0469,2026-02-25 23:30:08,889.690901,0.307261,normal,273.367599,high_wallet_velocity,new_counterparty,
W0477,W0650,2026-02-26 00:00:11,1850.240172,0.275016,normal,508.845118,new_counterparty,imbalanced_flow,
W0477,W0375,2026-03-18 00:47:43,109.70849,0.480557,monitor,52.721169,high_counterparty_risk,high_wallet_velocity,new_counterparty
W0478,W0795,2026-01-16 02:36:02,15.904334,0.778224,review,12.377132,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0478,W0015,2026-02-20 20:17:56,931.537778,0.428052,monitor,398.746657,risky_address_exposure,high_wallet_velocity,new_counterparty
W0478,W0579,2026-02-21 22:28:16,1139.769947,0.31043,normal,353.819307,high_wallet_velocity,new_counterparty,imbalanced_flow
W0478,W0400,2026-03-06 00:48:02,2440.155798,0.275409,normal,672.039839,high_wallet_velocity,new_counterparty,
W0478,W0739,2026-03-09 08:44:15,13812.203979,0.304394,normal,4204.346442,high_wallet_velocity,large_transfer,new_counterparty
W0479,W0496,2026-01-05 06:12:54,710.933469,0.664122,review,472.146242,risky_address_exposure,high_wallet_velocity,new_counterparty
W0479,W0199,2026-02-04 00:00:13,157.64233,0.134251,normal,21.1637,new_counterparty,,
W0480,W0787,2026-01-12 16:41:14,17228.308086,0.315785,normal,5440.434104,large_transfer,new_counterparty,
W0480,W0711,2026-02-03 20:03:28,253.345727,0.277513,normal,70.306851,high_wallet_velocity,new_counterparty,imbalanced_flow
W0480,W0419,2026-02-28 05:25:03,284.172046,0.213317,normal,60.618773,high_wallet_velocity,new_counterparty,imbalanced_flow
W0480,W0148,2026-03-17 14:45:34,498.209066,0.37932,normal,188.980883,risky_address_exposure,new_counterparty,
W0481,W0205,2026-01-25 17:08:37,10186.652563,0.216722,normal,2207.666909,high_wallet_velocity,new_counterparty,imbalanced_flow
W0482,W0047,2025-12-31 14:18:24,23.578664,0.151377,normal,3.569268,new_counterparty,,
W0482,W0028,2026-01-20 18:37:37,876.72814,0.17714,normal,155.303886,new_counterparty,imbalanced_flow,
W0482,W0007,2026-02-27 23:12:12,584.817958,0.24572,normal,143.701594,high_wallet_velocity,new_counterparty,
W0483,W0045,2026-01-04 15:13:54,240.203682,0.246871,normal,59.29935,new_counterparty,imbalanced_flow,
W0483,W0351,2026-01-21 11:32:15,70.239909,0.261994,normal,18.402403,new_counterparty,imbalanced_flow,
W0483,W0239,2026-01-31 00:49:25,151.064363,0.330424,normal,49.915221,high_wallet_velocity,new_counterparty,imbalanced_flow
W0483,W0266,2026-02-07 12:03:03,790.004994,0.332578,normal,262.738128,high_wallet_velocity,new_counterparty,imbalanced_flow
W0483,W0781,2026-02-15 00:16:35,53.100068,0.474886,monitor,25.216457,high_wallet_velocity,new_counterparty,
W0483,W0570,2026-03-06 18:41:52,36.501367,0.214534,normal,7.830777,high_wallet_velocity,new_counterparty,
W0483,W0595,2026-03-12 02:49:15,286.742559,0.276252,normal,79.213316,new_counterparty,imbalanced_flow,
W0484,W0426,2025-12-25 17:14:05,399.306114,0.224339,normal,89.579743,high_wallet_velocity,new_counterparty,
W0484,W0199,2025-12-31 08:16:58,33.429332,0.434366,monitor,14.520553,risky_address_exposure,high_wallet_velocity,new_counterparty
W0484,W0645,2026-01-02 05:59:40,629.307892,0.223234,normal,140.483059,high_wallet_velocity,new_counterparty,imbalanced_flow
W0484,W0209,2026-01-14 18:53:17,398.003739,0.211209,normal,84.061779,new_counterparty,imbalanced_flow,
W0484,W0702,2026-02-06 17:07:28,38.061894,0.230282,normal,8.764953,new_counterparty,,
W0484,W0266,2026-02-10 06:16:41,1790.830558,0.35793,normal,640.991925,risky_address_exposure,new_counterparty,imbalanced_flow
W0484,W0159,2026-03-01 09:51:36,900.602544,0.479561,monitor,431.893476,high_counterparty_risk,new_counterparty,
W0485,W0629,2026-01-19 17:24:19,173.618684,0.465386,monitor,80.799746,high_counterparty_risk,new_counterparty,imbalanced_flow
W0485,W0371,2026-02-14 02:21:46,101.701122,0.312909,normal,31.823245,high_wallet_velocity,new_counterparty,imbalanced_flow
W0485,W0293,2026-02-21 11:25:13,7848.924727,0.349514,normal,2743.307728,high_wallet_velocity,new_counterparty,imbalanced_flow
W0485,W0333,2026-03-03 15:57:32,1853.43743,0.482505,monitor,894.293411,risky_address_exposure,new_counterparty,
W0486,W0477,2026-01-08 05:32:11,51.768299,0.61296,monitor,31.731901,risky_address_exposure,high_wallet_velocity,new_counterparty
W0486,W0031,2026-01-09 17:34:21,4859.636087,0.84309,review,4097.112082,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0486,W0139,2026-01-29 00:01:19,1074.401327,0.500531,monitor,537.770855,risky_address_exposure,high_wallet_velocity,new_counterparty
W0486,W0514,2026-02-05 21:46:04,90.542019,0.238379,normal,21.583361,high_wallet_velocity,new_counterparty,imbalanced_flow
W0486,W0414,2026-02-14 02:08:45,2255.693915,0.224716,normal,506.890332,new_counterparty,,
W0486,W0466,2026-03-04 14:39:22,508.557801,0.275178,normal,139.944001,high_wallet_velocity,new_counterparty,
W0486,W0592,2026-03-12 13:34:09,561.826899,0.23022,normal,129.343932,high_wallet_velocity,new_counterparty,imbalanced_flow
W0487,W0520,2026-01-25 18:13:37,66871.831652,0.345798,normal,23124.118097,large_transfer,new_counterparty,
W0487,W0756,2026-02-21 04:39:03,29.47824,0.532233,monitor,15.6893,risky_address_exposure,new_counterparty,imbalanced_flow
W0488,W0158,2025-12-21 18:58:37,120694.018163,0.324564,normal,39172.924784,high_wallet_velocity,large_transfer,new_counterparty
W0488,W0439,2026-01-04 06:09:54,36.839335,0.693125,review,25.534251,risky_address_exposure,high_wallet_velocity,new_counterparty
W0488,W0098,2026-01-08 15:49:53,4729.959829,0.295268,normal,1396.607552,high_wallet_velocity,new_counterparty,imbalanced_flow
W0488,W0190,2026-01-10 09:50:00,10220.50911,0.244648,normal,2500.428255,new_counterparty,,
W0488,W0464,2026-02-07 21:51:31,816.547681,0.38092,normal,311.039479,risky_address_exposure,new_counterparty,imbalanced_flow
W0489,W0727,2025-12-28 09:07:41,102.782585,0.376025,normal,38.648839,high_wallet_velocity,new_counterparty,imbalanced_flow
W0489,W0198,2025-12-28 22:39:24,579.935213,0.263864,normal,153.024201,new_counterparty,imbalanced_flow,
W0489,W0546,2026-01-02 16:03:29,303.926632,0.539383,monitor,163.932905,risky_address_exposure,high_wallet_velocity,new_counterparty
W0489,W0023,2026-02-23 11:37:40,83.47615,0.270842,normal,22.608811,high_wallet_velocity,new_counterparty,imbalanced_flow
W0489,W0444,2026-03-18 22:26:27,33.569877,0.271597,normal,9.117487,new_counterparty,,
W0490,W0161,2025-12-29 01:38:10,118.302886,0.52522,monitor,62.13499,risky_address_exposure,high_wallet_velocity,new_counterparty
W0490,W0686,2026-01-06 17:53:40,6.28509,0.283393,normal,1.781149,high_wallet_velocity,new_counterparty,imbalanced_flow
W0490,W0239,2026-02-28 05:24:04,316.79634,0.362231,normal,114.753416,high_wallet_velocity,new_counterparty,
W0490,W0673,2026-03-04 03:09:01,12.1256,0.330664,normal,4.009497,high_wallet_velocity,new_counterparty,
W0490,W0147,2026-03-17 03:14:34,2606.217546,0.338076,normal,881.099433,high_wallet_velocity,new_counterparty,imbalanced_flow
W0491,W0032,2026-01-02 03:48:39,1613.926,0.33171,normal,535.355396,high_wallet_velocity,new_counterparty,imbalanced_flow
W0491,W0624,2026-01-04 00:17:41,37.422746,0.333077,normal,12.464644,high_wallet_velocity,new_counterparty,imbalanced_flow
W0491,W0405,2026-03-05 20:55:32,22.542854,0.27366,normal,6.169075,new_counterparty,imbalanced_flow,
W0491,W0558,2026-03-15 06:04:56,95.090053,0.369522,normal,35.137895,high_wallet_velocity,new_counterparty,
W0491,W0290,2026-03-19 04:45:51,682.378462,0.376915,normal,257.198539,risky_address_exposure,new_counterparty,
W0492,W0785,2026-01-23 15:45:11,1533.929107,0.255309,normal,391.62533,new_counterparty,imbalanced_flow,
W0492,W0430,2026-01-30 15:50:06,1263.146324,0.810808,review,1024.169323,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0493,W0325,2025-12-23 10:08:53,92.536294,0.19482,normal,18.027908,high_wallet_velocity,new_counterparty,
W0493,W0707,2026-01-12 09:54:42,978.998334,0.473201,monitor,463.263311,risky_address_exposure,new_counterparty,imbalanced_flow
W0493,W0427,2026-02-06 14:42:19,11178.55536,0.349319,normal,3904.883207,high_wallet_velocity,new_counterparty,
W0493,W0250,2026-02-18 21:45:26,38.168821,0.502284,monitor,19.171574,risky_address_exposure,high_wallet_velocity,new_counterparty
W0493,W0188,2026-02-28 11:05:14,44.302088,0.384734,normal,17.044498,risky_address_exposure,new_counterparty,
W0493,W0179,2026-03-19 09:12:54,812.061534,0.485258,monitor,394.059261,high_wallet_velocity,new_counterparty,imbalanced_flow
W0495,W0332,2026-01-12 08:35:56,238.361403,0.316566,normal,75.457151,high_wallet_velocity,new_counterparty,imbalanced_flow
W0496,W0480,2026-01-11 23:35:32,17.073664,0.480734,monitor,8.207884,risky_address_exposure,new_counterparty,
W0496,W0423,2026-01-26 21:17:11,1574.55256,0.531536,monitor,836.931508,risky_address_exposure,high_wallet_velocity,new_counterparty
W0496,W0779,2026-02-23 00:01:36,444.024012,0.203233,normal,90.240525,new_counterparty,imbalanced_flow,
W0496,W0048,2026-03-06 21:15:27,20.313087,0.378122,normal,7.680816,high_wallet_velocity,new_counterparty,imbalanced_flow
W0496,W0257,2026-03-09 00:34:00,5.493164,0.197652,normal,1.085737,new_counterparty,,
W0497,W0289,2026-02-21 02:00:31,815.383569,0.470054,monitor,383.27468,risky_address_exposure,high_wallet_velocity,new_counterparty
W0498,W0108,2025-12-27 22:56:49,2287.291503,0.294953,normal,674.643083,high_wallet_velocity,new_counterparty,imbalanced_flow
W0499,W0340,2026-01-09 11:01:49,3135.030063,0.272832,normal,855.336866,new_counterparty,imbalanced_flow,
W0499,W0293,2026-03-01 01:48:41,281.521599,0.140736,normal,39.620109,new_counterparty,,
W0500,W0543,2026-02-14 08:41:49,217.345913,0.327762,normal,71.237638,high_wallet_velocity,new_counterparty,imbalanced_flow
W0500,W0613,2026-03-09 09:23:20,67.397665,0.333922,normal,22.505594,high_wallet_velocity,new_counterparty,imbalanced_flow
W0500,W0709,2026-03-18 20:17:35,11578.246911,0.19025,normal,2202.764426,new_counterparty,imbalanced_flow,
W0501,W0662,2026-03-14 07:34:28,213.823413,0.373438,normal,79.849762,high_wallet_velocity,new_counterparty,imbalanced_flow
W0501,W0543,2026-03-15 10:53:56,657.626538,0.251673,normal,165.506903,high_wallet_velocity,new_counterparty,imbalanced_flow
W0501,W0347,2026-03-19 17:48:37,4.107375,0.432956,monitor,1.778311,risky_address_exposure,new_counterparty,imbalanced_flow
