transaction_id,account_id,transaction_time,amount,merchant_category,merchant_risk_band,location_proxy,device_proxy,account_age_days,transaction_count_24h,amount_count_24h,fraud_flag,chargeback_loss,velocity_1h,velocity_24h,merchant_risk_score,new_device_flag,new_location_flag,night_transaction_flag,high_amount_flag,account_tenure_band,amount_zscore_by_account
TXN-002770,ACCT-00445,2024-10-10 05:02:38,9.06,electronics,medium,adjacent_region,known_device_b,1374,1,6.88,1,8.16,0,2,0.45,0,0,0,0,long_tenure,-1.3958
TXN-002771,ACCT-00785,2024-10-10 10:53:45,21.95,fuel,low,distant_region,known_device_a,221,4,94.37,0,0.0,0,6,0.1,0,0,0,0,established,-0.6902
TXN-002772,ACCT-00067,2024-10-10 03:43:33,58.39,fuel,low,home_region,known_device_b,952,2,110.29,0,0.0,0,5,0.1,0,1,1,0,long_tenure,-0.9222
TXN-002773,ACCT-00297,2024-10-10 12:46:22,13.83,cash_like,high,adjacent_region,known_device_a,391,5,76.02,0,0.0,1,6,0.82,0,0,0,0,established,-2.2442
TXN-002774,ACCT-00850,2024-10-10 05:45:12,30.73,other,medium,home_region,known_device_a,248,2,60.83,0,0.0,0,2,0.45,0,0,0,0,established,-0.3224
TXN-002775,ACCT-00802,2024-10-10 05:46:42,33.37,digital_goods,high,home_region,known_device_b,680,5,126.79,0,0.0,1,5,0.82,0,0,0,0,established,-0.0651
TXN-002776,ACCT-00553,2024-10-10 08:40:25,43.69,restaurant,low,home_region,new_device,1358,7,321.13,0,0.0,1,10,0.1,1,0,0,0,long_tenure,-0.0382
TXN-002777,ACCT-00382,2024-10-10 09:32:38,179.27,grocery,low,home_region,known_device_a,230,4,669.82,0,0.0,1,4,0.1,0,0,0,1,established,0.9192
TXN-002778,ACCT-00248,2024-10-10 08:16:48,53.95,other,medium,home_region,known_device_b,550,4,231.67,0,0.0,0,5,0.45,0,0,0,0,established,0.4762
TXN-002779,ACCT-00915,2024-10-11 22:57:43,21.95,travel,medium,home_region,known_device_b,765,2,43.99,0,0.0,0,4,0.45,0,0,0,0,long_tenure,-1.1163
TXN-002780,ACCT-00219,2024-10-11 10:48:13,42.27,restaurant,low,adjacent_region,known_device_a,917,4,146.32,0,0.0,1,7,0.1,0,0,0,0,long_tenure,0.4005
TXN-002781,ACCT-00695,2024-10-11 21:37:02,37.74,electronics,medium,home_region,known_device_b,1846,1,46.75,0,0.0,1,1,0.45,0,1,0,0,long_tenure,-0.4116
TXN-002782,ACCT-00462,2024-10-11 15:24:43,85.96,electronics,medium,home_region,known_device_a,1737,3,241.84,0,0.0,0,4,0.45,0,0,0,0,long_tenure,0.9638
TXN-002783,ACCT-00558,2024-10-11 15:54:48,25.92,electronics,medium,home_region,new_device,906,10,222.04,0,0.0,2,12,0.45,1,1,0,0,long_tenure,0.0035
TXN-002784,ACCT-00709,2024-10-11 04:42:15,180.11,other,medium,home_region,known_device_b,294,2,296.04,0,0.0,0,3,0.45,0,0,1,1,established,1.3214
TXN-002785,ACCT-00306,2024-10-11 05:57:01,182.39,restaurant,low,home_region,known_device_b,1060,3,516.8,0,0.0,1,6,0.1,0,0,0,1,long_tenure,1.6105
TXN-002786,ACCT-00345,2024-10-11 21:02:45,45.11,travel,medium,home_region,known_device_a,1365,1,45.11,0,0.0,0,2,0.45,0,0,0,0,long_tenure,-0.0459
TXN-002787,ACCT-00245,2024-10-11 00:52:45,10.43,travel,medium,home_region,known_device_a,476,3,35.64,0,0.0,1,6,0.45,0,0,1,0,established,-1.6566
TXN-002788,ACCT-00735,2024-10-11 19:56:06,103.17,digital_goods,high,home_region,known_device_a,1109,7,691.18,0,0.0,0,9,0.82,0,0,0,0,long_tenure,0.9456
TXN-002789,ACCT-00016,2024-10-11 04:27:04,38.7,digital_goods,high,adjacent_region,known_device_a,1065,3,99.83,0,0.0,1,5,0.82,0,0,1,0,long_tenure,-0.0965
TXN-002790,ACCT-00844,2024-10-11 22:05:33,19.55,fuel,low,home_region,known_device_a,1522,1,24.33,0,0.0,3,1,0.1,0,1,0,0,long_tenure,0.3658
TXN-002791,ACCT-00100,2024-10-11 03:15:06,159.18,travel,medium,home_region,known_device_b,982,3,534.33,0,0.0,1,3,0.45,0,1,1,1,long_tenure,0.5141
TXN-002792,ACCT-00824,2024-10-12 15:45:46,64.09,travel,medium,home_region,known_device_a,1184,2,98.45,0,0.0,0,4,0.45,0,0,0,0,long_tenure,0.3739
TXN-002793,ACCT-00555,2024-10-12 13:41:34,38.2,electronics,medium,home_region,known_device_b,861,2,67.74,0,0.0,0,2,0.45,0,0,0,0,long_tenure,0.4236
TXN-002794,ACCT-00885,2024-10-12 20:41:21,197.61,fuel,low,adjacent_region,known_device_b,850,1,224.04,0,0.0,1,1,0.1,0,0,0,1,long_tenure,1.3068
TXN-002795,ACCT-00562,2024-10-12 09:15:58,14.75,electronics,medium,home_region,known_device_b,595,4,62.88,0,0.0,0,7,0.45,0,0,0,0,established,-1.2588
TXN-002796,ACCT-00794,2024-10-12 03:31:50,41.36,restaurant,low,adjacent_region,known_device_a,934,2,76.64,0,0.0,2,5,0.1,0,0,1,0,long_tenure,-0.6318
TXN-002797,ACCT-00239,2024-10-12 13:06:51,7.79,digital_goods,high,adjacent_region,known_device_b,1000,4,26.6,0,0.0,0,6,0.82,0,0,0,0,long_tenure,-1.0124
TXN-002798,ACCT-00541,2024-10-12 14:30:35,81.2,fuel,low,home_region,known_device_a,669,3,231.21,0,0.0,2,5,0.1,0,0,0,0,established,0.3938
TXN-002799,ACCT-00789,2024-10-12 12:48:17,61.65,other,medium,home_region,known_device_a,1564,2,153.99,0,0.0,0,2,0.45,0,0,0,0,long_tenure,0.2582
TXN-002800,ACCT-00568,2024-10-12 11:27:37,21.83,fuel,low,home_region,known_device_a,331,3,59.39,0,0.0,0,5,0.1,0,0,0,0,established,-0.4657
TXN-002801,ACCT-00664,2024-10-12 22:48:02,60.94,grocery,low,home_region,known_device_a,1159,3,180.48,0,0.0,0,3,0.1,0,0,0,0,long_tenure,-0.7084
TXN-002802,ACCT-00863,2024-10-13 16:23:30,56.94,fuel,low,home_region,known_device_a,859,2,116.22,0,0.0,0,3,0.1,0,0,0,0,long_tenure,-0.094
TXN-002803,ACCT-00873,2024-10-13 14:03:30,85.24,grocery,low,distant_region,known_device_a,1116,4,345.84,0,0.0,0,5,0.1,0,0,0,0,long_tenure,-0.2525
TXN-002804,ACCT-00771,2024-10-13 20:32:35,52.42,fuel,low,home_region,known_device_b,543,2,122.69,0,0.0,0,3,0.1,0,0,0,0,established,-0.0872
TXN-002805,ACCT-00751,2024-10-13 06:57:55,96.82,restaurant,low,home_region,known_device_b,275,2,227.97,0,0.0,0,3,0.1,0,0,0,0,established,1.207
TXN-002806,ACCT-00533,2024-10-13 17:22:41,41.91,digital_goods,high,adjacent_region,known_device_a,49,5,161.19,0,0.0,4,6,0.82,0,0,0,0,seasoning,0.7977
TXN-002807,ACCT-00664,2024-10-13 02:40:14,50.91,fuel,low,home_region,known_device_b,1159,5,316.12,0,0.0,0,6,0.1,0,0,1,0,long_tenure,-0.9976
TXN-002808,ACCT-00678,2024-10-13 21:58:36,23.24,grocery,low,home_region,known_device_a,123,2,54.36,0,0.0,0,2,0.1,0,0,0,0,seasoning,-0.6259
TXN-002809,ACCT-00930,2024-10-13 23:23:41,59.02,grocery,low,distant_region,known_device_a,282,2,101.33,0,0.0,0,2,0.1,0,0,1,0,established,0.8744
TXN-002810,ACCT-00440,2024-10-13 05:11:48,47.26,grocery,low,home_region,known_device_b,1775,3,116.33,0,0.0,0,5,0.1,0,0,0,0,long_tenure,0.4276
TXN-002811,ACCT-00797,2024-10-13 06:44:43,64.82,travel,medium,home_region,known_device_b,616,3,201.5,0,0.0,0,4,0.45,0,0,0,0,established,0.5024
TXN-002812,ACCT-00762,2024-10-14 18:45:23,59.08,other,medium,home_region,known_device_a,891,5,257.01,0,0.0,1,6,0.45,0,0,0,0,long_tenure,-0.3965
TXN-002813,ACCT-00556,2024-10-14 08:31:28,28.57,fuel,low,home_region,known_device_b,827,2,51.11,0,0.0,1,4,0.1,0,0,0,0,long_tenure,-0.549
TXN-002814,ACCT-00938,2024-10-14 06:39:20,36.49,digital_goods,high,home_region,new_device,1583,4,136.3,0,0.0,2,4,0.82,1,0,0,0,long_tenure,-0.2371
TXN-002815,ACCT-00372,2024-10-14 13:06:58,229.98,electronics,medium,adjacent_region,known_device_b,194,5,1017.65,1,170.97,0,7,0.45,0,0,0,1,established,1.0423
TXN-002816,ACCT-00196,2024-10-14 18:48:06,27.51,restaurant,low,home_region,known_device_a,187,4,106.31,0,0.0,1,7,0.1,0,0,0,0,established,0.1624
TXN-002817,ACCT-00572,2024-10-14 16:34:32,14.11,digital_goods,high,home_region,new_device,1660,7,106.43,0,0.0,1,9,0.82,1,0,0,0,long_tenure,-0.5844
TXN-002818,ACCT-00686,2024-10-15 08:37:57,71.6,grocery,low,adjacent_region,known_device_b,1350,2,144.67,0,0.0,2,2,0.1,0,0,0,0,long_tenure,-0.8717
TXN-002819,ACCT-00714,2024-10-15 04:37:38,139.02,restaurant,low,home_region,known_device_b,985,4,577.21,0,0.0,0,6,0.1,0,0,1,0,long_tenure,0.8204
TXN-002820,ACCT-00665,2024-10-15 08:13:59,18.99,fuel,low,distant_region,known_device_a,652,3,64.55,0,0.0,0,3,0.1,0,0,0,0,established,-1.0889
TXN-002821,ACCT-00779,2024-10-15 08:56:48,164.33,fuel,low,adjacent_region,known_device_a,193,3,439.36,0,0.0,0,4,0.1,0,0,0,1,established,0.2253
TXN-002822,ACCT-00942,2024-10-15 15:51:18,51.96,electronics,medium,home_region,known_device_b,559,5,292.35,0,0.0,0,7,0.45,0,0,0,0,established,0.4645
TXN-002823,ACCT-00436,2024-10-15 07:19:25,58.6,electronics,medium,cross_border,known_device_a,1083,3,173.36,0,0.0,0,4,0.45,0,0,0,0,long_tenure,0.6538
TXN-002824,ACCT-00229,2024-10-15 20:44:09,240.71,other,medium,home_region,known_device_b,1744,2,480.4,0,0.0,1,6,0.45,0,0,0,1,long_tenure,1.6427
TXN-002825,ACCT-00871,2024-10-16 08:00:58,103.62,cash_like,high,distant_region,known_device_b,1530,4,372.09,0,0.0,0,6,0.82,0,0,0,0,long_tenure,0.8446
TXN-002826,ACCT-00834,2024-10-16 20:32:01,161.11,restaurant,low,adjacent_region,known_device_b,1583,4,505.46,0,0.0,1,5,0.1,0,0,0,1,long_tenure,0.0475
TXN-002827,ACCT-00035,2024-10-16 23:46:19,103.36,restaurant,low,home_region,known_device_a,1505,4,312.17,0,0.0,1,5,0.1,0,0,1,0,long_tenure,1.044
TXN-002828,ACCT-00745,2024-10-16 01:18:11,62.89,electronics,medium,adjacent_region,known_device_a,1044,3,219.0,0,0.0,0,5,0.45,0,0,1,0,long_tenure,0.9003
TXN-002829,ACCT-00389,2024-10-16 19:24:51,21.1,grocery,low,home_region,known_device_b,76,4,65.85,0,0.0,0,4,0.1,0,0,0,0,seasoning,0.2287
TXN-002830,ACCT-00881,2024-10-16 15:32:24,32.15,travel,medium,home_region,known_device_a,177,2,63.17,0,0.0,1,3,0.45,0,1,0,0,seasoning,-1.4326
TXN-002831,ACCT-00877,2024-10-16 18:26:18,86.68,fuel,low,home_region,new_device,1041,9,825.45,0,0.0,2,11,0.1,1,0,0,0,long_tenure,0.3918
TXN-002832,ACCT-00415,2024-10-16 20:59:24,105.33,fuel,low,home_region,known_device_a,496,3,239.48,0,0.0,0,4,0.1,0,0,0,0,established,1.5953
TXN-002833,ACCT-00818,2024-10-17 23:26:54,37.18,electronics,medium,home_region,known_device_a,305,1,33.18,0,0.0,0,3,0.45,0,0,1,0,established,0.2604
TXN-002834,ACCT-00281,2024-10-17 11:49:21,17.7,cash_like,high,home_region,known_device_b,45,3,45.53,0,0.0,0,4,0.82,0,1,0,0,seasoning,-0.336
TXN-002835,ACCT-00303,2024-10-17 06:19:38,19.64,grocery,low,adjacent_region,known_device_b,1099,2,29.78,0,0.0,0,2,0.1,0,0,0,0,long_tenure,-0.5908
TXN-002836,ACCT-00155,2024-10-18 06:24:28,36.79,other,medium,adjacent_region,known_device_b,862,2,81.92,0,0.0,2,4,0.45,0,1,0,0,long_tenure,0.2032
TXN-002837,ACCT-00783,2024-10-18 08:40:02,170.28,electronics,medium,home_region,known_device_a,1811,3,432.66,0,0.0,0,4,0.45,0,0,0,1,long_tenure,1.3528
TXN-002838,ACCT-00674,2024-10-18 18:14:41,26.56,grocery,low,home_region,known_device_a,1340,3,80.95,0,0.0,1,4,0.1,0,0,0,0,long_tenure,-1.4283
TXN-002839,ACCT-00583,2024-10-18 15:49:27,181.2,travel,medium,home_region,new_device,880,3,430.5,0,0.0,2,4,0.45,1,1,0,1,long_tenure,0.4756
TXN-002840,ACCT-00343,2024-10-18 09:06:09,56.2,fuel,low,adjacent_region,known_device_b,777,4,212.2,0,0.0,0,5,0.1,0,0,0,0,long_tenure,0.0932
TXN-002841,ACCT-00894,2024-10-18 09:55:15,21.08,grocery,low,adjacent_region,known_device_b,123,2,32.71,0,0.0,0,4,0.1,0,1,0,0,seasoning,-1.3826
TXN-002842,ACCT-00469,2024-10-18 21:21:08,58.17,digital_goods,high,distant_region,known_device_b,1467,2,133.11,0,0.0,0,3,0.82,0,0,0,0,long_tenure,-0.2757
TXN-002843,ACCT-00185,2024-10-18 14:38:55,118.98,grocery,low,adjacent_region,known_device_a,1064,3,333.39,0,0.0,0,4,0.1,0,0,0,0,long_tenure,1.355
TXN-002844,ACCT-00356,2024-10-18 17:08:14,166.48,fuel,low,cross_border,known_device_a,1075,6,754.56,0,0.0,1,6,0.1,0,0,0,1,long_tenure,1.375
TXN-002845,ACCT-00930,2024-10-18 15:53:06,6.45,restaurant,low,home_region,known_device_a,282,2,14.51,0,0.0,0,3,0.1,0,0,0,0,established,-1.99
TXN-002846,ACCT-00255,2024-10-18 15:54:57,30.24,other,medium,home_region,known_device_a,1497,2,74.57,0,0.0,1,3,0.45,0,1,0,0,long_tenure,0.0719
TXN-002847,ACCT-00941,2024-10-18 06:40:58,147.49,restaurant,low,home_region,known_device_a,319,3,416.07,0,0.0,0,3,0.1,0,0,0,1,established,1.2699
TXN-002848,ACCT-00447,2024-10-18 02:44:31,351.37,digital_goods,high,home_region,known_device_b,1670,2,665.83,0,0.0,2,2,0.82,0,0,1,1,long_tenure,1.4529
TXN-002849,ACCT-00295,2024-10-18 18:00:58,44.76,grocery,low,home_region,known_device_a,1371,3,105.0,0,0.0,0,4,0.1,0,0,0,0,long_tenure,0.3113
TXN-002850,ACCT-00052,2024-10-19 02:56:58,17.15,grocery,low,home_region,known_device_b,1448,2,36.23,0,0.0,1,5,0.1,0,0,1,0,long_tenure,-1.3146
TXN-002851,ACCT-00746,2024-10-19 05:48:54,41.12,other,medium,adjacent_region,known_device_a,931,4,202.64,0,0.0,0,4,0.45,0,0,0,0,long_tenure,-0.7796
TXN-002852,ACCT-00114,2024-10-19 05:21:52,7.93,grocery,low,home_region,known_device_a,202,2,13.95,0,0.0,1,2,0.1,0,0,0,0,established,-0.9323
TXN-002853,ACCT-00343,2024-10-19 00:31:22,114.82,travel,medium,home_region,new_device,777,5,496.14,0,0.0,2,7,0.45,1,0,1,0,long_tenure,1.0273
TXN-002854,ACCT-00590,2024-10-19 23:28:13,21.98,grocery,low,home_region,known_device_a,1086,1,23.4,0,0.0,0,3,0.1,0,0,1,0,long_tenure,-0.814
TXN-002855,ACCT-00332,2024-10-19 00:26:24,9.36,restaurant,low,cross_border,known_device_a,719,5,37.78,0,0.0,3,7,0.1,0,1,1,0,established,-0.8045
TXN-002856,ACCT-00234,2024-10-19 04:31:01,38.77,grocery,low,cross_border,known_device_a,1158,3,133.59,0,0.0,0,4,0.1,0,0,1,0,long_tenure,-0.9741
TXN-002857,ACCT-00200,2024-10-19 18:50:17,319.09,restaurant,low,home_region,known_device_a,1590,2,780.34,0,0.0,0,4,0.1,0,0,0,1,long_tenure,0.5438
TXN-002858,ACCT-00328,2024-10-19 01:01:47,33.71,fuel,low,home_region,known_device_b,1493,1,31.63,0,0.0,0,1,0.1,0,0,1,0,long_tenure,-0.0044
TXN-002859,ACCT-00754,2024-10-20 18:26:55,35.43,travel,medium,home_region,known_device_b,1580,2,69.07,0,0.0,1,3,0.45,0,0,0,0,long_tenure,-0.1451
TXN-002860,ACCT-00029,2024-10-20 20:06:54,5.96,travel,medium,distant_region,known_device_a,1461,4,21.81,0,0.0,1,6,0.45,0,0,0,0,long_tenure,-1.7425
TXN-002861,ACCT-00447,2024-10-20 20:26:40,29.38,restaurant,low,adjacent_region,known_device_b,1670,3,71.28,0,0.0,0,3,0.1,0,0,0,0,long_tenure,-1.6377
TXN-002862,ACCT-00461,2024-10-20 13:13:38,74.26,cash_like,high,home_region,known_device_b,728,2,183.96,0,0.0,3,4,0.82,0,1,0,0,long_tenure,0.8158
TXN-002863,ACCT-00949,2024-10-21 00:28:45,138.48,fuel,low,home_region,known_device_a,1810,3,372.83,0,0.0,1,4,0.1,0,0,1,0,long_tenure,0.4943
TXN-002864,ACCT-00921,2024-10-21 17:29:19,26.9,travel,medium,home_region,known_device_a,1806,2,52.11,0,0.0,0,4,0.45,0,0,0,0,long_tenure,0.1294
TXN-002865,ACCT-00936,2024-10-21 10:22:10,167.94,other,medium,home_region,known_device_a,1279,5,660.34,0,0.0,0,6,0.45,0,0,0,1,long_tenure,0.9167
TXN-002866,ACCT-00600,2024-10-21 18:20:09,62.04,fuel,low,home_region,known_device_a,451,4,204.42,0,0.0,2,4,0.1,0,1,0,0,established,-0.4795
TXN-002867,ACCT-00445,2024-10-21 19:07:45,30.67,travel,medium,adjacent_region,new_device,1374,6,227.54,0,0.0,1,7,0.45,1,0,0,0,long_tenure,0.8541
TXN-002868,ACCT-00577,2024-10-21 06:01:16,31.38,electronics,medium,cross_border,new_device,1451,6,192.51,0,0.0,2,7,0.45,1,0,0,0,long_tenure,-1.3732
TXN-002869,ACCT-00116,2024-10-21 16:08:38,100.74,digital_goods,high,adjacent_region,known_device_a,1684,2,197.59,0,0.0,0,3,0.82,0,0,0,0,long_tenure,1.2779
TXN-002870,ACCT-00060,2024-10-21 08:04:12,169.6,restaurant,low,home_region,known_device_a,1013,2,328.88,0,0.0,2,3,0.1,0,0,0,1,long_tenure,0.1043
TXN-002871,ACCT-00152,2024-10-21 01:35:05,2.0,travel,medium,home_region,known_device_a,857,5,11.92,0,0.0,0,7,0.45,0,0,1,0,long_tenure,-1.2704
TXN-002872,ACCT-00073,2024-10-22 21:50:53,18.39,grocery,low,adjacent_region,known_device_b,1191,4,88.94,0,0.0,1,6,0.1,0,0,0,0,long_tenure,-0.6491
TXN-002873,ACCT-00419,2024-10-22 10:07:02,48.37,grocery,low,home_region,known_device_a,1195,2,114.0,0,0.0,1,3,0.1,0,0,0,0,long_tenure,-0.945
TXN-002874,ACCT-00256,2024-10-22 18:29:17,8.87,restaurant,low,home_region,known_device_b,249,4,43.68,0,0.0,0,7,0.1,0,0,0,0,established,-1.3699
TXN-002875,ACCT-00837,2024-10-22 10:34:09,44.52,digital_goods,high,distant_region,new_device,255,10,445.67,0,0.0,0,12,0.82,1,1,0,0,established,0.8754
TXN-002876,ACCT-00728,2024-10-22 13:50:07,21.2,grocery,low,home_region,known_device_b,1601,3,60.35,0,0.0,1,4,0.1,0,0,0,0,long_tenure,-0.3952
TXN-002877,ACCT-00485,2024-10-22 01:33:01,31.49,fuel,low,home_region,known_device_b,669,1,30.33,0,0.0,0,2,0.1,0,0,1,0,established,-0.7914
TXN-002878,ACCT-00569,2024-10-22 00:31:39,52.58,electronics,medium,home_region,known_device_b,118,1,42.75,0,0.0,1,2,0.45,0,0,1,0,seasoning,1.0167
TXN-002879,ACCT-00500,2024-10-22 03:42:45,26.27,grocery,low,home_region,known_device_b,1041,1,27.99,0,0.0,1,1,0.1,0,0,1,0,long_tenure,-0.4443
TXN-002880,ACCT-00339,2024-10-22 20:10:42,147.69,restaurant,low,home_region,known_device_b,1622,2,279.31,0,0.0,2,2,0.1,0,0,0,1,long_tenure,0.986
TXN-002881,ACCT-00116,2024-10-22 07:36:46,102.97,other,medium,home_region,known_device_b,1684,1,78.39,0,0.0,1,2,0.45,0,0,0,0,long_tenure,1.3134
TXN-002882,ACCT-00165,2024-10-22 18:32:54,179.49,travel,medium,home_region,known_device_a,398,2,305.77,0,0.0,1,2,0.45,0,0,0,1,established,1.4024
TXN-002883,ACCT-00140,2024-10-22 12:12:50,48.79,fuel,low,adjacent_region,known_device_b,1533,2,115.19,0,0.0,0,3,0.1,0,1,0,0,long_tenure,0.4439
TXN-002884,ACCT-00866,2024-10-22 01:59:28,16.78,other,medium,home_region,known_device_b,590,3,39.58,0,0.0,2,3,0.45,0,0,1,0,established,-0.8854
TXN-002885,ACCT-00311,2024-10-22 14:22:35,57.27,fuel,low,home_region,known_device_a,1388,1,61.35,0,0.0,0,1,0.1,0,1,0,0,long_tenure,-0.6758
TXN-002886,ACCT-00914,2024-10-22 04:03:46,45.88,restaurant,low,home_region,known_device_b,1161,3,170.08,0,0.0,1,6,0.1,0,0,1,0,long_tenure,-0.6283
TXN-002887,ACCT-00179,2024-10-23 04:11:27,118.55,travel,medium,home_region,known_device_b,1434,1,117.37,0,0.0,0,2,0.45,0,0,1,0,long_tenure,0.7917
TXN-002888,ACCT-00538,2024-10-23 11:58:48,78.41,electronics,medium,home_region,known_device_b,762,1,88.74,0,0.0,1,3,0.45,0,0,0,0,long_tenure,0.4164
TXN-002889,ACCT-00441,2024-10-23 22:24:01,22.98,cash_like,high,home_region,new_device,1453,15,285.07,0,0.0,2,15,0.82,1,0,0,0,long_tenure,-1.0115
TXN-002890,ACCT-00714,2024-10-23 18:58:16,14.5,grocery,low,home_region,known_device_b,985,1,11.17,0,0.0,2,2,0.1,0,1,0,0,long_tenure,-1.6249
TXN-002891,ACCT-00349,2024-10-23 09:33:33,87.07,restaurant,low,home_region,known_device_b,1197,2,136.0,0,0.0,1,2,0.1,0,1,0,0,long_tenure,0.6072
TXN-002892,ACCT-00862,2024-10-23 11:53:00,53.32,restaurant,low,home_region,known_device_a,712,2,119.54,0,0.0,0,3,0.1,0,0,0,0,established,-0.2
TXN-002893,ACCT-00492,2024-10-23 17:16:47,184.82,cash_like,high,cross_border,known_device_a,1467,3,663.2,0,0.0,1,4,0.82,0,0,0,1,long_tenure,1.5048
TXN-002894,ACCT-00355,2024-10-23 06:21:15,79.38,other,medium,home_region,known_device_b,82,2,167.36,0,0.0,1,2,0.45,0,0,0,0,seasoning,0.5991
TXN-002895,ACCT-00664,2024-10-23 15:47:36,80.0,fuel,low,home_region,known_device_a,1159,3,244.93,0,0.0,0,4,0.1,0,0,0,0,long_tenure,-0.2692
TXN-002896,ACCT-00655,2024-10-23 11:40:32,43.86,other,medium,home_region,new_device,1196,4,162.97,0,0.0,1,4,0.45,1,0,0,0,long_tenure,0.2966
TXN-002897,ACCT-00489,2024-10-24 00:41:21,97.61,grocery,low,home_region,known_device_a,280,2,219.29,0,0.0,0,3,0.1,0,0,1,0,established,0.4649
TXN-002898,ACCT-00807,2024-10-24 01:35:52,28.22,travel,medium,home_region,known_device_b,1421,5,123.71,0,0.0,0,6,0.45,0,0,1,0,long_tenure,-0.2699
TXN-002899,ACCT-00703,2024-10-24 04:25:25,10.7,other,medium,home_region,known_device_a,1087,1,8.23,0,0.0,1,5,0.45,0,0,1,0,long_tenure,-1.9809
TXN-002900,ACCT-00805,2024-10-24 04:20:13,30.38,restaurant,low,home_region,known_device_b,1247,2,75.4,0,0.0,1,2,0.1,0,0,1,0,long_tenure,-0.3362
TXN-002901,ACCT-00470,2024-10-24 02:19:58,17.74,travel,medium,home_region,known_device_b,714,3,40.7,0,0.0,1,5,0.45,0,0,1,0,established,-1.3903
TXN-002902,ACCT-00901,2024-10-24 03:51:54,35.42,restaurant,low,home_region,known_device_b,653,2,82.82,0,0.0,0,4,0.1,0,0,1,0,established,-0.1984
TXN-002903,ACCT-00895,2024-10-24 13:27:05,47.26,digital_goods,high,home_region,known_device_b,819,1,48.05,0,0.0,0,2,0.82,0,0,0,0,long_tenure,0.4038
TXN-002904,ACCT-00949,2024-10-24 22:26:03,28.64,travel,medium,home_region,known_device_a,1810,1,29.45,0,0.0,0,2,0.45,0,0,0,0,long_tenure,-1.819
TXN-002905,ACCT-00374,2024-10-25 00:55:23,94.94,grocery,low,home_region,known_device_a,930,1,117.89,0,0.0,0,4,0.1,0,0,1,0,long_tenure,0.8122
TXN-002906,ACCT-00736,2024-10-25 02:16:41,76.82,travel,medium,home_region,known_device_a,1385,4,374.58,0,0.0,0,5,0.45,0,0,1,0,long_tenure,0.5703
TXN-002907,ACCT-00925,2024-10-25 09:59:09,57.25,grocery,low,home_region,known_device_a,767,2,98.3,0,0.0,0,4,0.1,0,0,0,0,long_tenure,-1.1403
TXN-002908,ACCT-00823,2024-10-25 08:04:05,18.45,fuel,low,home_region,known_device_b,294,3,64.7,0,0.0,1,4,0.1,0,0,0,0,established,-1.382
TXN-002909,ACCT-00172,2024-10-25 09:14:25,213.36,travel,medium,home_region,known_device_b,44,3,676.79,0,0.0,0,6,0.45,0,0,0,1,seasoning,0.1244
TXN-002910,ACCT-00605,2024-10-25 20:58:08,54.77,fuel,low,home_region,known_device_b,1096,1,65.57,0,0.0,1,4,0.1,0,0,0,0,long_tenure,0.6585
TXN-002911,ACCT-00019,2024-10-25 16:00:01,121.95,grocery,low,home_region,known_device_b,1681,2,196.8,0,0.0,1,2,0.1,0,0,0,0,long_tenure,0.3423
TXN-002912,ACCT-00614,2024-10-25 21:59:41,98.06,cash_like,high,home_region,new_device,1706,9,888.16,0,0.0,1,9,0.82,1,0,0,0,long_tenure,0.5565
TXN-002913,ACCT-00796,2024-10-25 08:01:35,20.65,cash_like,high,distant_region,new_device,1299,1,16.0,0,0.0,1,2,0.82,1,0,0,0,long_tenure,-1.2782
TXN-002914,ACCT-00153,2024-10-25 03:09:27,32.9,grocery,low,home_region,known_device_b,1166,4,120.02,0,0.0,0,5,0.1,0,0,1,0,long_tenure,-1.1726
TXN-002915,ACCT-00117,2024-10-25 07:14:11,17.57,fuel,low,adjacent_region,known_device_a,1007,2,43.68,0,0.0,0,3,0.1,0,0,0,0,long_tenure,-0.6256
TXN-002916,ACCT-00581,2024-10-25 17:21:39,22.75,restaurant,low,cross_border,known_device_a,417,1,25.37,0,0.0,1,2,0.1,0,0,0,0,established,-1.0834
TXN-002917,ACCT-00365,2024-10-26 00:41:06,61.27,restaurant,low,home_region,known_device_a,1072,4,225.07,0,0.0,0,4,0.1,0,0,1,0,long_tenure,-0.0038
TXN-002918,ACCT-00264,2024-10-26 09:28:22,107.86,fuel,low,home_region,known_device_b,997,1,131.22,0,0.0,0,3,0.1,0,0,0,0,long_tenure,0.4909
TXN-002919,ACCT-00785,2024-10-26 16:01:18,87.16,travel,medium,home_region,known_device_a,221,2,208.87,0,0.0,2,3,0.45,0,0,0,0,established,0.9118
TXN-002920,ACCT-00599,2024-10-26 22:50:03,82.88,restaurant,low,distant_region,known_device_b,287,2,163.13,0,0.0,0,4,0.1,0,1,0,0,established,0.1372
TXN-002921,ACCT-00509,2024-10-26 18:45:38,69.95,travel,medium,home_region,known_device_b,1518,2,121.14,0,0.0,0,2,0.45,0,0,0,0,long_tenure,1.1272
TXN-002922,ACCT-00663,2024-10-26 01:49:11,38.57,digital_goods,high,adjacent_region,known_device_b,300,3,136.55,0,0.0,1,4,0.82,0,0,1,0,established,0.1064
TXN-002923,ACCT-00729,2024-10-26 11:02:32,46.45,other,medium,home_region,known_device_b,1743,3,125.6,0,0.0,1,3,0.45,0,0,0,0,long_tenure,0.0482
