wallet_id,counterparty_wallet_id,transaction_time,token_type,amount_usd,wallet_age_days,inflow_24h,outflow_24h,transaction_count_24h,counterparty_risk_score,risky_address_exposure_flag,stablecoin_risk_label,is_synthetic
W0043,W0397,2026-02-23T21:37:36,USDC,8.759712,844,99.164506,100.966613,26,0.395498,0,0,True
W0794,W0363,2026-02-28T21:36:34,BUSD,31.529851,609,78.83369,188.575839,18,0.053421,0,0,True
W0227,W0503,2026-01-08T03:51:50,USDT,18.408669,435,149.453051,44.475798,26,0.404428,1,1,True
W0453,W0108,2026-02-16T19:28:01,USDT,321.566317,823,173.146575,73.190022,20,0.169192,0,0,True
W0265,W0566,2026-02-04T12:39:50,BUSD,992.211787,1389,325.515266,5.538906,24,0.157312,0,0,True
W0291,W0288,2026-01-12T14:26:12,USDT,262.208946,1011,464.127309,284.365127,20,0.570043,0,0,True
W0174,W0066,2026-03-09T09:40:26,USDC,1464.780846,877,376.825575,1871.899793,27,0.093165,0,0,True
W0318,W0219,2026-03-17T19:08:45,USDC,462.355296,729,26.185169,281.793291,9,0.077742,0,0,True
W0550,W0057,2026-01-22T07:35:12,USDT,93.182003,163,770.290495,189.747852,20,0.249558,0,0,True
W0244,W0319,2026-02-22T18:33:39,USDC,1011.283551,1201,61.846938,2.452139,24,0.107651,0,0,True
W0435,W0051,2026-01-30T09:57:31,BUSD,7.594341,602,548.055215,145.409537,9,0.018014,0,0,True
W0305,W0160,2026-03-19T06:18:54,BUSD,207.487365,395,55.697912,31.982182,14,0.550405,1,0,True
W0566,W0350,2026-02-05T22:19:42,USDT,11.120973,1145,869.475176,111.866917,26,0.189361,0,0,True
W0442,W0027,2026-01-14T22:43:43,USDC,29.682939,1150,273.331805,452.484027,10,0.262411,1,0,True
W0577,W0355,2026-02-01T00:33:46,USDC,794.750973,725,227.221703,3017.250735,29,0.052117,0,0,True
W0467,W0003,2026-01-22T10:58:22,BUSD,450.558192,459,411.310087,547.343919,20,0.116738,0,0,True
W0789,W0444,2026-01-01T01:30:49,USDT,3231.321366,591,186.154398,69.982145,20,0.750351,1,0,True
W0164,W0575,2026-01-30T14:56:25,DAI,94.743458,1408,679.240897,3289.46046,24,0.151848,0,0,True
W0191,W0310,2026-01-05T19:05:01,USDC,357.901777,154,47.142274,308.693638,8,0.081294,0,0,True
W0132,W0173,2026-02-10T15:37:53,USDT,245.327014,992,19.36714,411.634859,14,0.949949,0,1,True
W0700,W0025,2026-02-25T19:36:59,DAI,34080.168848,622,323.384979,20.959089,15,0.123629,0,0,True
W0551,W0705,2026-03-06T08:24:58,BUSD,19.459722,135,598.002766,300.960838,6,0.239102,0,0,True
W0795,W0513,2025-12-29T10:37:32,USDT,4775.159595,631,18.387679,27.227532,23,0.122368,1,0,True
W0761,W0261,2026-02-07T05:59:25,USDC,40295.839803,287,191.196926,73.488553,16,0.235895,1,1,True
W0086,W0456,2026-03-03T00:38:52,DAI,20.090897,1091,54.312331,1136.155596,18,0.325327,0,0,True
W0719,W0000,2026-02-09T00:22:37,USDT,98.598547,1413,26.003568,33.926294,20,0.199752,0,0,True
W0043,W0178,2026-01-28T14:23:25,USDC,1883.678422,1043,112.729443,268.88382,22,0.560873,1,0,True
W0457,W0503,2025-12-28T00:57:28,USDC,4445.032508,223,736.824885,44.49315,13,0.038724,0,0,True
W0013,W0322,2026-01-27T19:33:50,DAI,2723.450046,1071,212.670185,592.747808,10,0.369662,0,0,True
W0557,W0666,2026-02-08T02:41:02,DAI,46.325251,895,92.139184,155.781825,2,0.732683,1,0,True
W0634,W0073,2026-01-24T14:10:43,DAI,394.575028,34,65.207814,368.664758,15,0.189484,0,0,True
W0699,W0164,2026-01-02T11:20:56,BUSD,90.748032,689,231.683087,1001.285966,15,0.36271,1,0,True
W0436,W0130,2026-03-12T12:41:16,USDC,119.969463,616,713.75202,1437.130421,29,0.104406,0,0,True
W0021,W0304,2026-02-03T01:08:53,USDT,5087.891798,672,99.427909,1284.775176,9,0.18616,1,0,True
W0080,W0414,2026-02-25T09:20:09,USDT,7864.519826,1186,570.316028,37.310003,3,0.247737,1,0,True
W0014,W0740,2026-03-15T16:29:51,BUSD,160.429606,1278,335.725407,78.863225,27,0.118346,0,0,True
W0442,W0523,2026-02-25T15:29:56,USDT,400476.70773,512,182.339783,176.740349,26,0.142281,0,0,True
W0110,W0166,2026-02-18T17:35:24,USDC,658.996765,136,1308.287688,630.499076,20,0.276818,0,0,True
W0254,W0599,2026-03-09T20:26:08,DAI,228.051147,103,58.592293,143.819296,19,0.229526,1,0,True
W0218,W0644,2025-12-22T03:28:20,USDC,10811.582807,328,265.891375,36.780555,15,0.439899,1,1,True
W0110,W0754,2026-03-20T04:25:00,USDT,705.350717,1251,260.233279,351.989014,17,0.535874,0,0,True
W0197,W0544,2026-01-19T01:32:50,USDT,46.896392,1487,135.580205,144.129973,14,0.622038,0,0,True
W0755,W0688,2026-02-04T06:32:01,USDC,107.89655,951,333.447351,98.428694,21,0.240267,0,0,True
W0596,W0227,2026-01-30T12:51:46,BUSD,10.321279,1488,266.966901,439.082494,10,0.163464,0,0,True
W0240,W0525,2026-01-22T08:26:12,USDT,138.115519,216,29.837968,56.503037,2,0.251234,0,0,True
W0746,W0529,2026-01-05T03:39:10,USDC,286.863746,954,192.231968,1039.579519,28,0.176791,1,0,True
W0370,W0549,2026-02-14T17:20:05,USDT,9976.677598,1272,223.978302,37.762048,16,0.645804,1,0,True
W0626,W0606,2026-01-27T18:21:53,USDT,9.318113,570,1044.252154,387.521794,6,0.264966,0,0,True
W0307,W0063,2026-01-26T05:27:38,DAI,855.887619,22,37.259695,35.172645,7,0.188346,0,0,True
W0607,W0215,2026-01-18T10:18:09,USDC,66.550278,1059,151.505086,14.530209,22,0.201636,1,0,True
W0166,W0081,2026-03-20T21:43:04,USDC,11.202435,623,150.577889,132.558021,26,0.316739,0,0,True
W0029,W0461,2026-02-13T00:25:45,USDT,120.478579,1294,136.245437,52.375903,18,0.363058,0,0,True
W0045,W0762,2026-03-14T12:55:25,USDC,503.146954,789,335.905746,27.549398,19,0.145954,0,0,True
W0127,W0027,2025-12-23T07:28:44,USDT,17.410464,1272,488.769137,265.947003,23,0.088262,0,0,True
W0264,W0309,2026-02-21T16:12:12,USDT,1562.622427,956,46.178969,676.464751,11,0.091849,0,0,True
W0045,W0524,2026-02-24T22:09:47,USDT,7.135653,1192,11.137519,509.937551,19,0.084675,0,0,True
W0736,W0182,2026-01-25T19:33:56,USDT,62.758574,1166,99.269786,156.718206,3,0.237046,0,0,True
W0500,W0613,2026-03-09T09:23:20,BUSD,67.397665,904,118.412016,36.035543,24,0.231829,0,0,True
W0354,W0241,2026-03-07T04:28:13,USDT,35.556312,946,290.546764,6821.068466,4,0.029317,0,0,True
W0484,W0702,2026-02-06T17:07:28,USDT,38.061894,610,157.51379,170.550376,8,0.216244,0,0,True
W0137,W0534,2025-12-24T16:31:41,DAI,1970.528724,608,4341.143095,1185.003133,8,0.193949,1,0,True
W0556,W0154,2026-01-08T00:48:59,USDT,23.998505,798,38.040619,430.005316,9,0.049952,0,0,True
W0786,W0192,2026-03-05T09:31:45,USDC,548.730203,1183,61.649474,480.392676,26,0.077752,0,0,True
W0607,W0502,2026-02-23T17:00:32,USDT,207.634671,446,773.221446,606.524049,23,0.286656,0,0,True
W0425,W0661,2026-03-16T05:51:20,USDT,147.906116,780,173.965029,145.082185,28,0.392791,0,0,True
W0002,W0570,2025-12-27T18:19:27,USDT,612.183775,939,54.646956,42.509466,3,0.131544,0,0,True
W0193,W0130,2026-02-19T16:06:17,USDT,225.077305,1455,214.963561,354.191687,29,0.196213,0,0,True
W0451,W0702,2026-02-03T02:15:43,USDT,28.490729,1308,474.993654,355.80062,26,0.515993,0,0,True
W0296,W0463,2026-02-14T01:10:40,USDC,307.702889,680,991.881799,198.575935,12,0.152,0,0,True
W0501,W0662,2026-03-14T07:34:28,DAI,213.823413,173,5.301985,162.82451,25,0.255652,0,0,True
W0049,W0524,2025-12-27T17:55:26,USDT,10125.088512,1026,243.703244,45.842433,17,0.113005,0,0,True
W0493,W0325,2025-12-23T10:08:53,USDC,92.536294,812,58.669994,69.460995,15,0.031186,0,0,True
W0761,W0162,2026-01-25T20:20:10,USDT,390.226774,1033,133.744829,28.715508,19,0.165013,0,0,True
W0151,W0614,2026-02-02T12:18:20,USDC,18.853041,1053,217.424426,4.827001,14,0.037854,0,0,True
W0681,W0667,2026-02-21T07:52:47,USDC,4.789314,1164,44.254049,20.715791,26,0.601479,0,0,True
W0324,W0078,2026-02-09T07:23:44,DAI,4215.692562,824,1271.867914,165.369248,25,0.446926,1,0,True
W0263,W0555,2026-01-05T04:38:05,USDT,67.070062,1100,224.333817,1933.116608,23,0.147698,0,0,True
W0591,W0022,2026-02-28T19:32:01,USDC,6179.192729,842,914.900274,162.880975,29,0.043181,0,0,True
W0237,W0015,2026-01-14T23:15:09,USDT,2081021.350577,143,225.156479,26.025733,9,0.132994,0,0,True
W0019,W0264,2026-01-15T14:32:06,USDC,1118.189647,349,244.181712,43.944365,3,0.029357,0,0,True
W0430,W0304,2026-02-17T10:01:37,USDT,81215.096756,1117,329.258393,31.811782,12,0.24888,0,0,True
W0169,W0582,2025-12-31T14:56:42,USDT,252.907627,516,69.255636,88.420473,7,0.742887,1,0,True
W0486,W0592,2026-03-12T13:34:09,USDC,561.826899,226,4167.311106,48.827176,12,0.044687,0,0,True
W0041,W0560,2026-02-15T03:04:21,USDT,12397.909301,416,24.874577,130.24658,27,0.254689,1,1,True
W0447,W0601,2026-02-04T01:08:51,USDC,2.22101,599,134.17743,723.581581,7,0.220685,0,0,True
W0783,W0698,2026-02-01T22:05:39,BUSD,3814.328589,1301,159.437034,532.476438,4,0.785325,1,1,True
W0770,W0350,2026-03-15T00:27:50,USDT,139.598416,632,4689.393442,83.400292,17,0.144858,0,0,True
W0291,W0615,2026-01-13T17:25:14,USDC,30.963625,930,1036.217953,3788.343584,4,0.243918,1,0,True
W0128,W0132,2026-03-15T19:35:06,USDT,158.867337,709,690.796045,166.6605,18,0.179542,0,0,True
W0359,W0180,2025-12-23T16:32:04,USDT,7.086086,1418,744.430026,117.631357,1,0.22687,1,1,True
W0717,W0619,2025-12-21T22:53:07,USDC,45771.522717,565,5103.106336,235.261604,23,0.183065,0,0,True
W0593,W0026,2026-02-26T03:42:01,USDT,321.381454,1381,425.696761,176.779083,24,0.084165,0,0,True
W0417,W0196,2026-01-12T16:47:53,USDT,1003.557912,500,119.494953,2161.478601,8,0.133282,0,0,True
W0125,W0028,2025-12-31T18:30:17,USDC,1809.969249,146,34.577724,62.838995,25,0.875214,1,0,True
W0263,W0688,2026-01-04T00:50:14,USDC,30.437041,1195,20.068568,163.109292,5,0.294629,0,0,True
W0359,W0387,2026-01-09T12:23:49,BUSD,430.928804,1154,18.833217,148.97635,25,0.230702,0,0,True
W0788,W0728,2026-02-01T06:59:15,USDT,5019.335627,1117,1708.546469,8.51185,22,0.055335,0,0,True
W0014,W0305,2026-02-13T19:04:57,DAI,185.209941,438,284.14097,107.858287,2,0.423268,0,0,True
W0616,W0483,2026-01-12T16:49:00,USDT,1730.052334,721,27.799557,104.184352,27,0.134168,0,0,True
W0073,W0310,2026-02-13T23:29:25,DAI,828.533155,1302,53.639803,489.637802,28,0.772899,0,0,True
W0388,W0596,2026-02-08T13:01:37,USDC,145.765218,1241,46.204337,793.040192,15,0.049102,0,0,True
W0273,W0615,2025-12-31T00:51:15,USDC,19.117819,1271,183.076257,499.958599,14,0.303989,0,0,True
W0763,W0525,2026-01-09T17:04:19,BUSD,339.210375,1366,81.690123,391.430164,6,0.076036,0,0,True
W0600,W0143,2026-01-08T13:25:45,BUSD,13989.457436,995,92.858124,281.301925,5,0.871227,1,1,True
W0781,W0273,2026-02-17T07:03:52,DAI,320.516115,499,149.290258,1759.168791,11,0.213941,0,0,True
W0215,W0415,2025-12-31T18:33:06,BUSD,64.162731,1177,31.593294,337.857608,23,0.188622,0,0,True
W0375,W0664,2026-01-04T06:28:42,BUSD,50.606632,1497,16.539946,50.522427,25,0.325703,1,0,True
W0055,W0319,2026-02-19T01:55:17,USDC,92.309057,449,33.365992,301.004521,12,0.070832,0,0,True
W0275,W0206,2025-12-26T16:37:44,BUSD,734.142041,485,285.555716,61.067229,6,0.13873,0,0,True
W0293,W0185,2026-03-11T08:05:03,BUSD,46.926561,1325,162.279017,341.578457,26,0.143873,0,0,True
W0528,W0030,2026-03-19T11:54:11,USDC,5.487721,899,168.543665,368.368798,19,0.100032,0,0,True
W0521,W0616,2026-02-10T09:56:46,USDC,357.567984,665,60.617115,72.471809,12,0.100442,0,0,True
W0317,W0537,2025-12-31T07:58:41,USDT,16175.998203,471,1158.096432,30.792127,18,0.385058,0,0,True
W0756,W0538,2026-03-08T22:26:52,USDT,38.521538,1341,56.185108,571.692197,15,0.280496,0,0,True
W0491,W0290,2026-03-19T04:45:51,USDT,682.378462,554,68.280857,41.67903,2,0.152746,1,0,True
W0012,W0262,2026-03-05T11:55:31,USDT,47.704003,882,114.865203,1304.673306,28,0.214325,0,0,True
W0755,W0754,2026-01-08T07:32:05,BUSD,651.926347,320,34.821632,453.569543,15,0.076392,0,0,True
W0669,W0230,2026-02-09T11:51:11,BUSD,170.966289,805,62.295291,31.930007,27,0.415333,1,1,True
W0626,W0547,2026-03-17T20:53:40,USDC,4003.292984,852,21.006954,340.786162,16,0.08026,0,0,True
W0440,W0572,2026-03-20T05:53:09,USDT,215.316197,501,70.026459,78.565385,11,0.193909,0,0,True
W0116,W0062,2026-01-31T10:44:19,DAI,115.096422,61,161.1411,241.038877,26,0.097246,0,0,True
W0303,W0181,2026-03-03T18:13:20,USDT,279.074986,311,68.77574,127.585478,10,0.986058,1,1,True
W0626,W0530,2026-02-13T00:15:40,USDT,288.936039,217,969.433602,653.287028,22,0.974307,0,1,True
W0560,W0201,2026-01-16T15:27:05,USDT,2.882976,1278,492.029719,70.63867,14,0.19448,1,1,True
W0333,W0561,2026-02-21T04:40:19,USDC,30.794467,798,24998.380375,203.022795,24,0.058524,0,0,True
W0409,W0191,2026-01-14T05:00:55,USDC,7775.596186,913,126.151273,36.759072,25,0.229394,0,0,True
W0100,W0128,2026-02-12T00:42:56,USDT,1630.463267,1325,24.093684,4291.934276,11,0.042947,0,0,True
W0451,W0527,2026-01-09T18:20:29,USDT,299.981925,1394,2679.390373,23.060429,4,0.616287,1,1,True
W0013,W0746,2026-02-02T00:46:30,BUSD,571.216621,1018,21.581047,104.747969,9,0.064602,0,0,True
W0713,W0752,2025-12-22T16:23:49,USDC,2989.36316,72,15573.484556,105.456027,17,0.180732,0,0,True
W0440,W0372,2026-02-23T21:40:43,USDT,22.92506,1500,38.637096,906.574306,20,0.122029,0,1,True
W0695,W0394,2025-12-21T19:34:19,USDT,2414.272268,1438,21.264737,82.054329,13,0.011369,0,0,True
W0783,W0066,2026-03-09T01:11:24,USDT,61.184476,1171,106.194091,133.63463,2,0.171433,0,0,True
W0672,W0529,2026-03-02T18:58:21,USDC,338.551931,1380,1354.255778,102.736091,13,0.473826,0,0,True
W0732,W0162,2026-02-25T19:34:50,USDT,5617.04761,190,179.003326,221.752033,19,0.052394,1,1,True
W0565,W0367,2025-12-27T18:18:33,USDT,947.347017,88,488.712362,207.003268,9,0.243724,0,0,True
W0709,W0323,2026-03-15T06:27:00,USDT,248.899575,1203,22.843433,92.739376,7,0.198385,0,0,True
W0399,W0336,2026-02-18T14:30:27,USDT,21.957311,607,4.730348,149.692115,1,0.205966,0,0,True
W0066,W0127,2025-12-31T18:28:35,BUSD,721.33691,984,202.011482,443.801876,8,0.244367,1,1,True
W0172,W0373,2026-03-12T09:16:20,DAI,895.545044,1439,100.97855,1793.563231,5,0.487636,1,0,True
W0512,W0645,2026-03-07T20:49:06,USDT,17.179466,516,153.369366,27.189436,27,0.508757,1,0,True
W0652,W0025,2026-01-17T21:31:14,USDT,1441.840352,196,881.570386,143.959439,1,0.198966,0,0,True
W0213,W0682,2025-12-21T20:54:55,BUSD,828.303685,855,131.58894,1802.128631,20,0.035264,0,0,True
W0001,W0456,2026-03-02T19:24:37,USDC,870.393557,1022,229.947295,62.106843,23,0.301529,0,0,True
W0100,W0499,2026-03-02T21:33:56,USDT,2533.442559,364,206.408593,429.37941,24,0.640367,1,0,True
W0204,W0667,2026-02-28T10:47:49,USDT,701.428158,553,50.210415,102.429678,17,0.155941,0,0,True
W0791,W0498,2026-01-18T02:14:43,USDT,90.495226,35,901.547915,6.878322,16,0.168842,0,0,True
W0212,W0299,2025-12-27T16:06:03,USDC,135.511842,257,628.011292,686.551688,26,0.134768,0,0,True
W0333,W0674,2025-12-30T15:52:41,BUSD,262.419782,594,2316.572767,54.841159,8,0.074778,0,0,True
W0139,W0232,2026-02-18T13:50:28,USDT,578.965725,71,40.808918,45.771311,28,0.107484,0,0,True
W0708,W0146,2026-02-19T03:31:44,DAI,38100.247674,644,8.847344,1964.230692,8,0.535998,1,0,True
W0009,W0666,2026-03-20T12:32:02,USDT,3951.198569,498,10.049017,24.366936,29,0.846066,0,0,True
W0012,W0388,2026-02-07T05:16:41,USDT,10671.134526,151,106.247217,143.901793,24,0.456359,0,0,True
W0250,W0282,2026-02-22T10:25:04,USDT,5167.339634,150,124.970778,11.153149,15,0.14767,1,0,True
W0667,W0297,2026-01-16T23:34:35,USDC,6237.92853,1441,274.293337,45.374713,15,0.34099,0,0,True
W0696,W0377,2026-02-06T00:09:26,USDT,19.021995,712,139.180819,20.102032,29,0.164234,0,0,True
W0209,W0295,2026-02-08T08:35:55,USDT,850.139417,761,810.651605,47.092951,11,0.120382,0,0,True
W0072,W0253,2026-02-05T15:09:22,BUSD,60.462147,231,331.200363,38.641228,26,0.075765,0,0,True
W0451,W0190,2026-01-07T14:13:41,USDC,28.136226,22,36.076334,130.952373,16,0.891428,1,1,True
W0784,W0756,2026-01-09T05:14:39,USDC,189.101985,1317,228.968193,30.518591,14,0.151691,0,0,True
W0374,W0661,2026-01-08T17:39:28,USDT,48.052571,1496,89.367412,136.215059,20,0.851514,1,0,True
W0707,W0790,2026-02-17T00:50:40,DAI,68.737348,183,179.047042,97.744964,19,0.161454,0,0,True
W0567,W0562,2025-12-27T06:28:26,USDT,2135.660636,809,1203.898907,631.582069,25,0.902228,1,0,True
W0415,W0508,2026-02-05T23:13:29,USDT,1267.544884,1482,313.910667,35.705129,18,0.103569,0,0,True
W0583,W0163,2026-02-22T02:52:37,USDT,277.710036,178,109.779954,29.707128,2,0.210124,0,0,True
W0350,W0441,2026-02-21T08:00:54,USDC,350.230989,1395,261.709352,45.111029,22,0.095079,0,0,True
W0369,W0473,2025-12-28T14:23:07,USDT,92.896373,631,400.153189,31.473908,23,0.740676,1,0,True
W0599,W0635,2026-03-12T13:47:25,DAI,823.605778,575,92.728509,60.163462,2,0.423663,0,0,True
W0519,W0324,2025-12-25T04:56:00,BUSD,4577.581711,483,164.671871,87.723123,14,0.135051,0,0,True
W0706,W0609,2026-02-11T07:47:56,USDT,3939.923985,495,30.256038,930.991943,4,0.346714,1,0,True
W0484,W0159,2026-03-01T09:51:36,USDC,900.602544,123,30.27475,50.875733,2,0.907498,0,1,True
W0311,W0043,2026-01-04T16:07:19,USDT,273.199419,668,141.327288,139.865479,10,0.306736,0,0,True
W0028,W0775,2026-02-03T06:18:53,BUSD,283891.043453,628,53.738019,109.004331,23,0.165262,0,0,True
W0279,W0145,2026-02-10T01:40:07,USDT,48.136257,44,70.441978,2.507376,19,0.347857,0,0,True
W0676,W0265,2026-03-06T13:15:25,USDT,494.3562,988,17.200278,49.299104,2,0.403279,0,0,True
W0391,W0362,2026-01-06T05:33:14,USDC,320.798234,993,266.053813,71.699208,3,0.177684,0,0,True
W0008,W0798,2026-02-01T01:25:23,USDT,2376.71231,768,24.782686,6.607213,27,0.004073,0,0,True
W0666,W0554,2026-01-24T03:35:28,USDT,13712.046615,68,1070.454614,28.542908,20,0.178982,0,0,True
W0078,W0112,2025-12-21T09:35:00,USDT,189.363922,1353,146.224542,698.352264,12,0.540424,0,0,True
W0134,W0354,2026-02-25T19:05:17,USDT,1044.880294,1336,221.138927,3638.642014,19,0.052979,1,0,True
W0246,W0033,2026-01-15T07:23:25,USDC,509.634853,1321,906.762352,3.529727,8,0.745441,1,1,True
W0799,W0660,2026-01-27T20:49:17,USDT,408.251871,48,48.425706,68.357713,21,0.30892,0,0,True
W0511,W0246,2026-02-24T21:14:33,USDC,69.680659,374,104.945429,161.627478,7,0.718102,0,0,True
W0676,W0357,2025-12-29T00:57:09,USDT,549.809777,158,3001.663589,148.9508,26,0.169981,0,0,True
W0535,W0726,2026-03-07T07:54:15,USDT,634.349453,28,373.889702,201.556335,13,0.338076,0,0,True
W0426,W0223,2026-03-15T17:26:29,USDT,421.719176,1341,1607.307733,345.8124,5,0.025765,0,0,True
W0120,W0288,2025-12-25T12:16:12,DAI,7170.227389,1371,261.055285,24.595699,9,0.759029,1,1,True
W0302,W0627,2026-01-24T22:20:35,DAI,49.227653,1421,588.380919,706.125766,5,0.068599,0,0,True
W0687,W0013,2026-03-05T03:49:16,USDC,881.566827,1160,1.89529,507.18402,16,0.311875,1,1,True
W0709,W0192,2026-01-08T15:58:58,USDT,106.42293,624,128.895211,214.072444,9,0.095932,0,0,True
W0068,W0366,2026-02-06T14:37:42,USDT,1370.23014,670,0.596958,29.832462,3,0.190623,0,0,True
W0510,W0551,2026-01-29T17:19:49,USDC,2657.129376,778,60.118325,16.324513,12,0.109018,0,0,True
W0145,W0366,2025-12-26T04:01:17,BUSD,384.740238,415,66.984772,38.779941,22,0.488587,0,0,True
W0698,W0084,2026-02-02T05:51:41,USDT,52.941761,561,137.149359,412.987131,10,0.093204,0,0,True
W0712,W0344,2026-02-10T16:58:18,USDT,3088.860425,531,3462.005864,107.915297,2,0.427538,0,0,True
W0530,W0374,2026-01-13T20:02:33,DAI,169.568679,530,160.039004,31.144199,6,0.173453,0,0,True
W0750,W0764,2026-02-23T05:17:41,USDC,169119.649393,636,2120.347622,11.232984,20,0.241055,1,1,True
W0390,W0278,2026-02-25T02:55:55,USDT,216.899973,167,166.552541,39.189128,28,0.035836,0,0,True
W0413,W0559,2026-01-21T15:53:32,USDT,2269.467659,883,547.640654,27.742551,4,0.614752,0,1,True
W0449,W0192,2026-01-21T22:44:08,USDT,3200.815494,87,64.71111,54.845628,21,0.854577,0,0,True
W0665,W0368,2026-01-16T20:58:06,BUSD,294.834267,1343,6.358374,504.341889,24,0.475939,1,0,True
W0142,W0642,2026-01-21T02:39:38,USDT,7829.051339,373,32.619666,45.688231,22,0.127946,0,0,True
W0010,W0283,2026-01-13T11:29:31,USDC,320.63352,126,77.18026,270.435595,11,0.393706,1,1,True
W0401,W0468,2026-01-22T12:00:55,DAI,418.039391,941,148.696219,35.957044,8,0.244983,0,0,True
W0398,W0429,2025-12-23T13:33:33,USDC,2683.672101,1263,173.079642,309.35298,7,0.416346,0,0,True
W0035,W0370,2026-01-18T15:30:21,USDT,34.595235,432,100.354471,43.994162,12,0.044217,0,0,True
W0353,W0672,2026-03-11T11:53:44,DAI,12.131251,977,3947.747138,8.849599,10,0.680747,1,0,True
W0691,W0643,2026-02-17T05:56:33,USDC,1253.114988,723,397.567163,257.553164,13,0.045131,0,0,True
W0287,W0763,2025-12-27T10:53:26,USDC,448.772407,1154,228.958015,80.872711,16,0.166429,0,0,True
W0713,W0729,2026-03-05T12:48:28,DAI,896.586259,912,321.689093,30.970501,29,0.423448,0,0,True
W0741,W0357,2026-01-18T04:30:29,USDT,20.618097,1357,24.853556,139.889377,23,0.139842,0,0,True
W0626,W0265,2026-01-05T20:12:54,USDT,1295.873051,537,296.241711,1179.463524,20,0.896332,1,0,True
W0271,W0543,2025-12-30T18:05:15,DAI,23.82644,165,315.561591,65.210055,17,0.147566,0,0,True
W0502,W0206,2025-12-31T22:10:12,USDT,263.763086,268,187.049724,338.074581,18,0.386396,1,0,True
W0219,W0798,2026-02-18T08:19:41,USDT,265.873313,1000,5.713951,95.420483,18,0.088038,0,0,True
W0099,W0174,2026-01-25T09:07:19,USDT,2511.999901,745,430.791448,114.518579,27,0.133516,0,0,True
W0163,W0603,2026-02-12T04:04:30,USDT,165.038184,1051,332.151898,4.231427,6,0.278419,1,0,True
W0640,W0136,2026-01-14T03:36:21,USDC,4827.382909,1102,367.225294,22.577997,27,0.14387,0,0,True
W0624,W0414,2026-02-07T14:51:43,USDT,639.010556,1077,123.670957,38.84225,13,0.286376,0,0,True
W0603,W0205,2026-01-03T14:42:54,USDC,473.063775,1149,293.585865,73.424573,5,0.089841,0,0,True
W0259,W0015,2026-02-14T17:36:46,USDT,292.816303,17,1081.662612,191.381036,18,0.32513,1,0,True
W0400,W0383,2026-03-03T19:38:10,USDC,55.917664,1044,145.774215,319.486458,26,0.126204,0,0,True
W0779,W0450,2026-01-27T23:33:29,DAI,2042.881469,86,1025.440513,79.942795,20,0.28201,0,0,True
W0354,W0669,2026-02-07T21:05:51,DAI,5193.703262,9,406.811357,270.723718,4,0.117746,0,0,True
W0260,W0451,2026-02-26T17:24:43,USDC,1581.79725,195,101.060946,2285.805715,4,0.213289,0,0,True
W0553,W0210,2026-02-18T11:21:17,DAI,778.517768,739,451.091585,33.159983,8,0.533273,1,0,True
W0279,W0624,2026-03-06T14:23:02,USDT,650.893683,427,941.513848,190.716916,4,0.145089,0,0,True
W0595,W0475,2026-02-16T12:03:36,USDT,525.836145,22,7.428913,273.032938,3,0.610735,1,1,True
W0184,W0745,2026-02-20T13:56:29,USDT,887.274927,1473,159.230524,163.571338,6,0.222243,0,0,True
W0744,W0130,2026-02-05T10:00:26,BUSD,60.507222,1370,107.270375,76.068905,19,0.256627,0,0,True
W0570,W0504,2026-02-01T08:12:49,USDT,1975.873391,395,43.475096,175.337227,27,0.093693,0,0,True
W0293,W0058,2026-02-13T01:56:36,USDT,183.58278,1456,305.052256,79.502093,11,0.033521,0,0,True
W0296,W0573,2026-03-20T05:32:01,DAI,81.792584,204,409.035869,360.692056,13,0.089608,0,0,True
W0296,W0362,2026-02-05T20:29:22,USDT,2035.480332,416,46.961827,167.037874,9,0.14237,0,0,True
W0350,W0062,2026-03-12T19:45:04,USDT,2773.855978,1157,61.113232,4.902301,10,0.257778,1,0,True
W0372,W0108,2026-02-25T09:58:29,USDC,17284.801294,435,374.238654,305.262667,29,0.123108,0,0,True
W0607,W0774,2026-01-04T23:06:36,USDC,84.13605,1214,132.932996,70.903114,26,0.533366,0,0,True
W0547,W0418,2026-03-13T17:07:08,USDT,16.480671,106,117.259543,239.72242,11,0.194523,1,0,True
W0012,W0571,2026-01-01T18:10:07,DAI,4575.582894,650,357.665686,981.417411,18,0.802775,1,1,True
W0569,W0151,2026-01-25T20:59:38,USDT,34.094249,398,140.807869,89.789115,18,0.213648,0,0,True
W0679,W0417,2026-03-06T19:16:01,USDC,69.345523,1087,719.009321,57.992768,8,0.621935,0,0,True
W0320,W0433,2026-02-11T10:00:47,BUSD,697.137954,1082,5786.994421,745.659835,22,0.153105,0,0,True
W0693,W0184,2026-03-08T00:46:04,USDC,890.795719,256,2.669442,37.678486,18,0.100762,0,0,True
W0617,W0149,2026-02-19T16:06:05,DAI,378.690792,514,236.758215,576.955392,22,0.184885,0,0,True
W0433,W0757,2026-02-03T10:54:59,USDC,21263.487591,968,841.516627,225.957936,21,0.067515,0,0,True
W0279,W0433,2026-02-04T23:12:56,USDT,395.306924,147,12.193078,694.943935,11,0.197239,0,0,True
W0451,W0653,2026-02-17T18:34:12,USDT,4570.827236,254,381.45705,554.118167,8,0.237303,0,0,True
W0689,W0326,2026-02-12T14:13:00,USDC,23.603961,915,1494.97277,69.444066,8,0.67956,0,1,True
