applicant_id,application_date,loan_amount,annual_income,debt_to_income,employment_length,credit_grade,interest_rate,loan_purpose,home_ownership,delinquency_history,revolving_utilization,open_accounts,default_flag,loss_amount_if_default,income_to_loan_ratio,debt_burden_score,credit_utilization_band,loan_size_band,credit_grade_numeric,prior_delinquency_flag,application_vintage
APP-01471,2024-04-18,42000.0,100382.82,0.3698,8,B,0.0943,home_improvement,rent,2,0.3145,9,0,0.0,2.3901,0.3951,moderate,very_large,2,1,2024Q2
APP-01472,2024-04-18,10220.38,66109.65,0.177,13,C,0.1443,debt_consolidation,rent,1,0.4232,9,0,0.0,6.4684,0.2781,moderate,moderate,3,1,2024Q2
APP-01473,2024-04-19,22494.71,129017.23,0.3347,2,C,0.1493,home_improvement,mortgage,1,0.227,17,0,0.0,5.7354,0.3068,low,large,3,1,2024Q2
APP-01474,2024-04-20,6949.53,41934.55,0.2937,9,C,0.1452,small_business,mortgage,1,0.34,15,0,0.0,6.0342,0.3191,moderate,small,3,1,2024Q2
APP-01475,2024-04-20,8710.49,59409.4,0.5263,6,B,0.1091,small_business,mortgage,0,0.4287,9,0,0.0,6.8204,0.4424,moderate,moderate,2,0,2024Q2
APP-01476,2024-04-22,42000.0,61441.93,0.3952,13,A,0.0748,home_improvement,rent,0,0.3459,6,0,0.0,1.4629,0.3399,moderate,very_large,1,0,2024Q2
APP-01477,2024-04-23,29994.8,136089.08,0.3786,5,B,0.1001,debt_consolidation,rent,0,0.0967,12,0,0.0,4.5371,0.2505,low,very_large,2,0,2024Q2
APP-01478,2024-04-24,18801.63,36942.38,0.2664,10,D,0.1895,debt_consolidation,rent,1,0.444,16,0,0.0,1.9648,0.3366,moderate,large,4,1,2024Q2
APP-01479,2024-04-25,41644.42,42528.4,0.3174,15,D,0.1862,debt_consolidation,mortgage,1,0.578,9,0,0.0,1.0212,0.4091,elevated,very_large,4,1,2024Q2
APP-01480,2024-04-25,7044.54,49849.05,0.1199,11,A,0.0824,other,rent,0,0.1808,11,0,0.0,7.0763,0.1274,low,small,1,0,2024Q2
APP-01481,2024-04-25,22740.92,28626.2,0.2927,0,C,0.1499,major_purchase,mortgage,1,0.5463,8,0,0.0,1.2588,0.3846,moderate,large,3,1,2024Q2
APP-01482,2024-04-26,13250.32,42065.78,0.1417,2,D,0.2032,debt_consolidation,rent,1,0.2108,15,0,0.0,3.1747,0.1896,low,moderate,4,1,2024Q2
APP-01483,2024-04-26,17524.26,60976.0,0.1541,11,C,0.137,debt_consolidation,mortgage,1,0.4436,6,0,0.0,3.4795,0.2713,moderate,large,3,1,2024Q2
APP-01484,2024-04-28,17337.01,93221.04,0.2062,1,D,0.2034,small_business,own,1,0.4528,8,0,0.0,5.377,0.3045,moderate,large,4,1,2024Q2
APP-01485,2024-04-29,14978.12,111374.43,0.58,3,B,0.0727,major_purchase,mortgage,0,0.0508,13,0,0.0,7.4358,0.3526,low,moderate,2,0,2024Q2
APP-01486,2024-04-30,33487.56,81709.61,0.0955,9,A,0.0906,other,mortgage,0,0.1348,6,0,0.0,2.44,0.0985,low,very_large,1,0,2024Q2
APP-01487,2024-05-01,26075.19,72880.1,0.3893,4,A,0.0675,medical,own,1,0.268,13,0,0.0,2.795,0.3516,low,very_large,1,1,2024Q2
APP-01488,2024-05-02,10126.07,24000.0,0.1103,15,A,0.0734,small_business,mortgage,0,0.4565,8,0,0.0,2.3701,0.2101,moderate,moderate,1,0,2024Q2
APP-01489,2024-05-02,27694.52,103021.43,0.2349,5,E,0.2889,debt_consolidation,mortgage,1,0.3629,10,0,0.0,3.7199,0.2924,moderate,very_large,5,1,2024Q2
APP-01490,2024-05-02,36868.55,60817.26,0.359,9,A,0.083,home_improvement,rent,1,0.3136,8,0,0.0,1.6496,0.3486,moderate,very_large,1,1,2024Q2
APP-01491,2024-05-02,30318.73,84004.61,0.4653,7,B,0.1075,debt_consolidation,rent,0,0.4136,4,0,0.0,2.7707,0.4022,moderate,very_large,2,0,2024Q2
APP-01492,2024-05-03,13925.46,105640.88,0.2487,0,C,0.154,medical,own,0,0.3116,10,0,0.0,7.5862,0.2439,moderate,moderate,3,0,2024Q2
APP-01493,2024-05-03,16544.58,157426.13,0.0634,5,B,0.1168,other,mortgage,0,0.153,5,0,0.0,9.5153,0.0857,low,large,2,0,2024Q2
APP-01494,2024-05-05,30670.22,113280.05,0.5324,12,D,0.2,home_improvement,rent,0,0.2995,14,0,0.0,3.6935,0.4047,low,very_large,4,0,2024Q2
APP-01495,2024-05-05,12235.91,93431.45,0.2511,3,E,0.2817,small_business,mortgage,0,0.2017,12,0,0.0,7.6358,0.2102,low,moderate,5,0,2024Q2
APP-01496,2024-05-05,29080.29,75135.73,0.3063,6,C,0.1213,home_improvement,mortgage,1,0.4084,10,0,0.0,2.5837,0.3483,moderate,very_large,3,1,2024Q2
APP-01497,2024-05-06,17199.95,68095.14,0.2195,7,A,0.0997,major_purchase,own,0,0.7322,14,0,0.0,3.959,0.3616,elevated,large,1,0,2024Q2
APP-01498,2024-05-08,3769.37,93144.58,0.1011,7,A,0.0509,home_improvement,mortgage,0,0.3673,12,0,0.0,24.7109,0.1762,moderate,small,1,0,2024Q2
APP-01499,2024-05-09,19612.94,120674.21,0.4132,5,D,0.208,home_improvement,rent,3,0.3744,8,0,0.0,6.1528,0.4794,moderate,large,4,1,2024Q2
APP-01500,2024-05-09,7808.61,70824.46,0.1719,10,C,0.1634,other,own,0,0.3065,9,0,0.0,9.07,0.1978,moderate,moderate,3,0,2024Q2
APP-01501,2024-05-10,23506.75,84679.37,0.255,2,C,0.1448,small_business,rent,0,0.4693,13,1,11009.16,3.6023,0.2981,moderate,large,3,0,2024Q2
APP-01502,2024-05-11,10414.83,50248.39,0.3693,4,B,0.1076,debt_consolidation,rent,0,0.453,13,0,0.0,4.8247,0.3591,moderate,moderate,2,0,2024Q2
APP-01503,2024-05-12,15547.94,49165.19,0.5635,11,D,0.1998,home_improvement,rent,0,0.1684,12,0,0.0,3.1622,0.3808,low,large,4,0,2024Q2
APP-01504,2024-05-12,28153.88,93084.8,0.2849,5,C,0.1607,home_improvement,rent,0,0.244,9,0,0.0,3.3063,0.2433,low,very_large,3,0,2024Q2
APP-01505,2024-05-12,18883.09,89760.34,0.4169,7,A,0.0642,debt_consolidation,rent,0,0.6187,9,0,0.0,4.7535,0.4398,elevated,large,1,0,2024Q2
APP-01506,2024-05-13,8068.63,37411.25,0.1747,5,B,0.1041,major_purchase,mortgage,0,0.2757,10,0,0.0,4.6366,0.1896,low,moderate,2,0,2024Q2
APP-01507,2024-05-14,17375.55,71397.73,0.2203,3,E,0.2638,medical,mortgage,2,0.3683,14,0,0.0,4.1091,0.3256,moderate,large,5,1,2024Q2
APP-01508,2024-05-14,8280.44,39838.04,0.2619,11,A,0.0817,home_improvement,rent,0,0.0994,10,0,0.0,4.8111,0.1837,low,moderate,1,0,2024Q2
APP-01509,2024-05-14,4991.03,49189.0,0.58,5,B,0.0827,debt_consolidation,own,1,0.4932,12,0,0.0,9.8555,0.5342,moderate,small,2,1,2024Q2
APP-01510,2024-05-15,42000.0,37023.06,0.4413,2,C,0.1454,major_purchase,rent,1,0.3158,11,0,0.0,0.8815,0.397,moderate,very_large,3,1,2024Q2
APP-01511,2024-05-15,6135.12,42151.25,0.4689,17,B,0.1142,small_business,rent,0,0.3469,8,0,0.0,6.8705,0.383,moderate,small,2,0,2024Q2
APP-01512,2024-05-15,6814.66,47322.35,0.198,3,B,0.1126,other,rent,0,0.34,15,0,0.0,6.9442,0.2237,moderate,small,2,0,2024Q2
APP-01513,2024-05-15,20944.81,48687.16,0.4057,13,C,0.1417,debt_consolidation,mortgage,0,0.289,10,0,0.0,2.3245,0.3278,low,large,3,0,2024Q2
APP-01514,2024-05-15,8882.61,148887.09,0.2368,19,C,0.1401,major_purchase,mortgage,0,0.1332,11,0,0.0,16.7616,0.18,low,moderate,3,0,2024Q2
APP-01515,2024-05-16,21742.12,46795.68,0.2912,12,A,0.0829,debt_consolidation,mortgage,0,0.0887,3,0,0.0,2.1523,0.1973,low,large,1,0,2024Q2
APP-01516,2024-05-16,24989.73,57704.08,0.3093,3,D,0.206,debt_consolidation,mortgage,0,0.5512,13,0,0.0,2.3091,0.3558,elevated,large,4,0,2024Q2
APP-01517,2024-05-17,20742.17,37955.79,0.1816,5,B,0.086,medical,own,1,0.6326,7,0,0.0,1.8299,0.3478,elevated,large,2,1,2024Q2
APP-01518,2024-05-18,12663.78,28428.47,0.079,6,A,0.0608,other,mortgage,0,0.4757,11,0,0.0,2.2449,0.198,moderate,moderate,1,0,2024Q2
APP-01519,2024-05-19,6894.23,60537.49,0.2281,12,A,0.0781,home_improvement,rent,0,0.5095,9,0,0.0,8.7809,0.2954,moderate,small,1,0,2024Q2
APP-01520,2024-05-19,11482.59,37870.63,0.5732,10,A,0.0833,home_improvement,rent,0,0.192,8,0,0.0,3.2981,0.3939,low,moderate,1,0,2024Q2
APP-01521,2024-05-19,42000.0,72802.92,0.1232,9,B,0.1046,debt_consolidation,rent,1,0.41,5,0,0.0,1.7334,0.2426,moderate,very_large,2,1,2024Q2
APP-01522,2024-05-20,11612.32,46875.08,0.2086,6,C,0.143,debt_consolidation,mortgage,0,0.4839,9,0,0.0,4.0367,0.2759,moderate,moderate,3,0,2024Q2
APP-01523,2024-05-21,18639.21,37111.78,0.2088,11,E,0.2791,debt_consolidation,rent,1,0.3755,10,1,13695.18,1.9911,0.2812,moderate,large,5,1,2024Q2
APP-01524,2024-05-21,13824.04,49827.97,0.1861,9,B,0.113,medical,rent,1,0.7516,16,0,0.0,3.6044,0.3885,high,moderate,2,1,2024Q2
APP-01525,2024-05-21,42000.0,41223.88,0.0959,2,D,0.2072,medical,rent,1,0.4997,12,0,0.0,0.9815,0.2555,moderate,very_large,4,1,2024Q2
APP-01526,2024-05-21,25067.84,29915.38,0.2778,11,B,0.0928,debt_consolidation,rent,0,0.315,6,0,0.0,1.1934,0.2619,moderate,very_large,2,0,2024Q2
APP-01527,2024-05-22,21072.01,82314.62,0.3226,8,C,0.1486,debt_consolidation,rent,0,0.1751,8,0,0.0,3.9063,0.2432,low,large,3,0,2024Q2
APP-01528,2024-05-22,20943.57,73619.02,0.1761,9,A,0.0598,debt_consolidation,rent,0,0.0895,14,0,0.0,3.5151,0.1307,low,large,1,0,2024Q2
APP-01529,2024-05-22,20620.6,61182.31,0.3161,7,C,0.1455,medical,rent,0,0.5646,8,0,0.0,2.967,0.364,elevated,large,3,0,2024Q2
APP-01530,2024-05-23,20477.03,46263.24,0.3279,10,A,0.0627,medical,mortgage,0,0.2578,4,0,0.0,2.2593,0.2727,low,large,1,0,2024Q2
APP-01531,2024-05-24,8823.35,92331.54,0.1365,8,A,0.0927,home_improvement,mortgage,0,0.6201,11,0,0.0,10.4645,0.2776,elevated,moderate,1,0,2024Q2
APP-01532,2024-05-25,11090.01,58112.62,0.1408,6,A,0.0576,debt_consolidation,mortgage,0,0.272,10,0,0.0,5.2401,0.1687,low,moderate,1,0,2024Q2
APP-01533,2024-05-25,7338.0,178464.23,0.2365,0,D,0.1853,small_business,own,0,0.7149,16,0,0.0,24.3206,0.3659,elevated,small,4,0,2024Q2
APP-01534,2024-05-26,18582.16,124841.52,0.3376,9,C,0.1392,medical,rent,1,0.399,14,0,0.0,6.7184,0.3635,moderate,large,3,1,2024Q2
APP-01535,2024-05-26,11388.42,66366.48,0.03,11,A,0.0713,other,rent,0,0.3933,13,0,0.0,5.8275,0.1432,moderate,moderate,1,0,2024Q2
APP-01536,2024-05-27,27248.73,88396.51,0.1943,1,D,0.199,debt_consolidation,rent,0,0.7079,19,0,0.0,3.2441,0.3392,elevated,very_large,4,0,2024Q2
APP-01537,2024-05-27,10345.39,155328.5,0.3279,5,C,0.1342,other,rent,1,0.4576,11,0,0.0,15.0143,0.3766,moderate,moderate,3,1,2024Q2
APP-01538,2024-05-29,10187.71,45710.19,0.2761,10,C,0.1517,debt_consolidation,rent,1,0.1039,12,0,0.0,4.4868,0.2334,low,moderate,3,1,2024Q2
APP-01539,2024-05-30,29379.86,46146.55,0.1881,3,C,0.1288,major_purchase,rent,0,0.3981,10,0,0.0,1.5707,0.2365,moderate,very_large,3,0,2024Q2
APP-01540,2024-05-30,24592.97,60517.77,0.2341,15,A,0.0965,debt_consolidation,own,0,0.5469,8,0,0.0,2.4608,0.3108,moderate,large,1,0,2024Q2
APP-01541,2024-05-31,4505.88,97426.78,0.3312,6,C,0.1491,debt_consolidation,rent,0,0.238,6,0,0.0,21.6222,0.2683,low,small,3,0,2024Q2
APP-01542,2024-05-31,24985.52,108288.72,0.03,7,A,0.0825,other,rent,0,0.2271,11,0,0.0,4.3341,0.0901,low,large,1,0,2024Q2
APP-01543,2024-06-01,42000.0,88152.98,0.5601,9,D,0.1962,debt_consolidation,rent,2,0.5129,16,0,0.0,2.0989,0.569,moderate,very_large,4,1,2024Q2
APP-01544,2024-06-01,23669.72,44487.04,0.119,1,A,0.0729,debt_consolidation,mortgage,0,0.4895,8,0,0.0,1.8795,0.2257,moderate,large,1,0,2024Q2
APP-01545,2024-06-01,6701.36,95796.46,0.1626,16,D,0.2035,debt_consolidation,own,1,0.3795,10,0,0.0,14.2951,0.2557,moderate,small,4,1,2024Q2
APP-01546,2024-06-01,11858.65,73753.56,0.3798,1,B,0.0964,debt_consolidation,rent,0,0.2545,6,0,0.0,6.2194,0.3017,low,moderate,2,0,2024Q2
APP-01547,2024-06-01,14237.82,37291.9,0.3045,7,C,0.1162,major_purchase,rent,1,0.1651,14,0,0.0,2.6192,0.2694,low,moderate,3,1,2024Q2
APP-01548,2024-06-01,7278.44,62922.95,0.1083,10,B,0.1121,major_purchase,mortgage,0,0.3657,14,0,0.0,8.6451,0.1799,moderate,small,2,0,2024Q2
APP-01549,2024-06-02,12116.41,101088.85,0.5128,7,D,0.1974,home_improvement,rent,1,0.5371,13,0,0.0,8.3431,0.5093,moderate,moderate,4,1,2024Q2
APP-01550,2024-06-03,5923.64,70614.91,0.4128,14,C,0.1471,other,rent,2,0.5527,11,0,0.0,11.9209,0.4963,elevated,small,3,1,2024Q2
APP-01551,2024-06-03,16994.55,56139.57,0.4657,4,C,0.1514,home_improvement,rent,0,0.2067,12,0,0.0,3.3034,0.3363,low,large,3,0,2024Q2
APP-01552,2024-06-03,13896.68,55413.88,0.3042,5,E,0.2685,major_purchase,mortgage,0,0.5176,16,0,0.0,3.9876,0.3421,moderate,moderate,5,0,2024Q2
APP-01553,2024-06-03,20570.53,44704.51,0.2066,14,C,0.1391,major_purchase,mortgage,0,0.4287,16,0,0.0,2.1732,0.257,moderate,large,3,0,2024Q2
APP-01554,2024-06-03,14479.74,73222.28,0.113,8,A,0.0778,small_business,mortgage,0,0.2173,10,0,0.0,5.0569,0.1351,low,moderate,1,0,2024Q2
APP-01555,2024-06-03,42000.0,61286.24,0.2044,11,A,0.0781,medical,rent,0,0.5842,10,0,0.0,1.4592,0.3055,elevated,very_large,1,0,2024Q2
APP-01556,2024-06-04,28520.6,58376.86,0.1987,0,E,0.2909,home_improvement,own,1,0.5629,12,0,0.0,2.0468,0.3354,elevated,very_large,5,1,2024Q2
APP-01557,2024-06-04,12975.99,88243.41,0.1435,3,A,0.0625,debt_consolidation,mortgage,0,0.1596,6,0,0.0,6.8005,0.1343,low,moderate,1,0,2024Q2
APP-01558,2024-06-05,17045.6,85735.41,0.098,10,D,0.1878,debt_consolidation,mortgage,0,0.3215,13,0,0.0,5.0298,0.1597,moderate,large,4,0,2024Q2
APP-01559,2024-06-05,8375.5,48663.78,0.1727,9,C,0.147,debt_consolidation,rent,0,0.0806,4,0,0.0,5.8103,0.126,low,moderate,3,0,2024Q2
APP-01560,2024-06-05,6436.23,102038.12,0.1172,10,A,0.0662,small_business,own,0,0.3402,12,0,0.0,15.8537,0.1768,moderate,small,1,0,2024Q2
APP-01561,2024-06-05,13046.23,107022.17,0.544,5,A,0.0643,medical,mortgage,1,0.6836,5,0,0.0,8.2033,0.5742,elevated,moderate,1,1,2024Q2
APP-01562,2024-06-06,25950.75,169682.54,0.3195,3,E,0.2603,major_purchase,rent,0,0.3069,16,0,0.0,6.5386,0.2835,moderate,very_large,5,0,2024Q2
APP-01563,2024-06-06,10245.33,94088.11,0.5436,4,E,0.2876,major_purchase,own,2,0.3712,12,0,0.0,9.1835,0.5141,moderate,moderate,5,1,2024Q2
APP-01564,2024-06-07,13147.69,78782.89,0.5577,8,D,0.2091,major_purchase,mortgage,2,0.6658,4,0,0.0,5.9921,0.6165,elevated,moderate,4,1,2024Q2
APP-01565,2024-06-07,30201.47,33511.18,0.3935,2,A,0.0889,debt_consolidation,rent,0,0.4013,13,0,0.0,1.1096,0.3566,moderate,very_large,1,0,2024Q2
APP-01566,2024-06-07,24105.52,85061.28,0.2906,9,C,0.1429,debt_consolidation,mortgage,1,0.4099,11,0,0.0,3.5287,0.3397,moderate,large,3,1,2024Q2
APP-01567,2024-06-07,25462.19,24000.0,0.5124,10,E,0.2671,other,mortgage,0,0.4689,6,0,0.0,0.9426,0.4472,moderate,very_large,5,0,2024Q2
APP-01568,2024-06-08,9223.03,43522.45,0.2882,11,D,0.1991,home_improvement,mortgage,0,0.3033,15,0,0.0,4.7189,0.2642,moderate,moderate,4,0,2024Q2
APP-01569,2024-06-08,9091.71,55338.79,0.1498,7,A,0.0815,major_purchase,rent,0,0.2249,9,0,0.0,6.0867,0.1589,low,moderate,1,0,2024Q2
APP-01570,2024-06-09,16975.58,142275.87,0.2262,6,B,0.0822,other,rent,0,0.2084,8,0,0.0,8.3812,0.1979,low,large,2,0,2024Q2
APP-01571,2024-06-10,22838.09,39504.25,0.477,7,B,0.1141,debt_consolidation,rent,0,0.3862,7,0,0.0,1.7298,0.4002,moderate,large,2,0,2024Q2
APP-01572,2024-06-10,14273.62,47158.14,0.1991,0,D,0.2061,small_business,mortgage,1,0.2881,14,0,0.0,3.3039,0.2477,low,moderate,4,1,2024Q2
APP-01573,2024-06-10,17520.92,42945.61,0.3216,14,C,0.1522,home_improvement,rent,2,0.1494,14,0,0.0,2.4511,0.3144,low,large,3,1,2024Q2
APP-01574,2024-06-10,26526.77,101365.53,0.1083,19,A,0.0641,debt_consolidation,rent,0,0.4841,9,0,0.0,3.8213,0.2177,moderate,very_large,1,0,2024Q2
APP-01575,2024-06-11,4580.15,52779.31,0.1878,8,D,0.2254,debt_consolidation,mortgage,1,0.2492,6,0,0.0,11.5235,0.2287,low,small,4,1,2024Q2
APP-01576,2024-06-11,13010.56,63801.26,0.1701,7,A,0.0815,major_purchase,rent,0,0.3746,11,0,0.0,4.9038,0.2186,moderate,moderate,1,0,2024Q2
APP-01577,2024-06-12,22169.07,50232.23,0.0973,6,B,0.0996,home_improvement,rent,1,0.5759,12,0,0.0,2.2659,0.2807,elevated,large,2,1,2024Q2
APP-01578,2024-06-12,24415.98,109267.47,0.3287,2,B,0.1161,other,own,0,0.2904,11,0,0.0,4.4752,0.2836,low,large,2,0,2024Q2
APP-01579,2024-06-12,11358.18,105963.17,0.2872,7,C,0.1577,major_purchase,rent,1,0.2726,15,0,0.0,9.3292,0.2938,low,moderate,3,1,2024Q2
APP-01580,2024-06-12,8701.96,69513.69,0.03,2,A,0.0779,home_improvement,mortgage,0,0.38,17,0,0.0,7.9883,0.139,moderate,moderate,1,0,2024Q2
APP-01581,2024-06-13,8073.66,49930.05,0.2723,15,C,0.1448,medical,mortgage,0,0.3825,8,0,0.0,6.1843,0.2803,moderate,moderate,3,0,2024Q2
APP-01582,2024-06-13,34827.28,187097.75,0.03,12,A,0.0605,debt_consolidation,rent,0,0.1129,9,0,0.0,5.3722,0.0535,low,very_large,1,0,2024Q2
APP-01583,2024-06-13,20712.44,240000.0,0.1152,15,D,0.2168,debt_consolidation,rent,1,0.0916,15,0,0.0,11.5872,0.1361,low,large,4,1,2024Q2
APP-01584,2024-06-13,20766.67,120892.4,0.1353,1,D,0.2083,small_business,mortgage,0,0.3082,12,0,0.0,5.8215,0.1771,moderate,large,4,0,2024Q2
APP-01585,2024-06-14,24128.88,123262.53,0.3821,10,A,0.089,debt_consolidation,rent,0,0.2734,8,0,0.0,5.1085,0.3091,low,large,1,0,2024Q2
APP-01586,2024-06-15,10009.45,40801.02,0.3707,8,B,0.1014,debt_consolidation,rent,1,0.5372,10,0,0.0,4.0762,0.4269,moderate,moderate,2,1,2024Q2
APP-01587,2024-06-15,8825.18,33300.82,0.574,7,D,0.2248,debt_consolidation,own,0,0.3512,7,0,0.0,3.7734,0.4453,moderate,moderate,4,0,2024Q2
APP-01588,2024-06-16,14446.51,34365.33,0.208,4,A,0.0482,debt_consolidation,mortgage,1,0.1852,12,0,0.0,2.3788,0.2199,low,moderate,1,1,2024Q2
APP-01589,2024-06-16,8429.53,52855.09,0.2369,6,D,0.2192,debt_consolidation,mortgage,0,0.7166,15,0,0.0,6.2702,0.3667,elevated,moderate,4,0,2024Q2
APP-01590,2024-06-16,9021.86,43230.74,0.2485,12,B,0.0983,debt_consolidation,mortgage,1,0.465,9,0,0.0,4.7918,0.333,moderate,moderate,2,1,2024Q2
APP-01591,2024-06-16,8046.86,81344.09,0.4058,4,A,0.0731,home_improvement,rent,1,0.3676,9,0,0.0,10.1088,0.393,moderate,moderate,1,1,2024Q2
APP-01592,2024-06-18,23107.33,50836.0,0.3526,7,B,0.1016,debt_consolidation,rent,0,0.5457,10,0,0.0,2.2,0.3791,moderate,large,2,0,2024Q2
APP-01593,2024-06-18,19498.94,82513.84,0.4116,13,D,0.1915,home_improvement,mortgage,2,0.3636,11,0,0.0,4.2317,0.4351,moderate,large,4,1,2024Q2
APP-01594,2024-06-18,20320.14,73500.09,0.3766,8,D,0.2079,debt_consolidation,mortgage,1,0.2395,13,0,0.0,3.6171,0.3351,low,large,4,1,2024Q2
APP-01595,2024-06-19,18646.48,51199.41,0.2744,8,B,0.1125,debt_consolidation,mortgage,0,0.2968,14,0,0.0,2.7458,0.2541,low,large,2,0,2024Q2
APP-01596,2024-06-19,10484.22,75419.32,0.4976,9,B,0.1212,debt_consolidation,own,1,0.1724,13,0,0.0,7.1936,0.3838,low,moderate,2,1,2024Q2
APP-01597,2024-06-19,17231.23,72785.31,0.339,6,B,0.1227,major_purchase,rent,0,0.4569,11,0,0.0,4.224,0.3428,moderate,large,2,0,2024Q2
APP-01598,2024-06-20,22639.1,83121.82,0.1146,5,A,0.0829,debt_consolidation,mortgage,0,0.1354,10,0,0.0,3.6716,0.1098,low,large,1,0,2024Q2
APP-01599,2024-06-20,9836.07,37393.04,0.2315,4,B,0.1354,debt_consolidation,rent,1,0.3548,11,0,0.0,3.8016,0.2878,moderate,moderate,2,1,2024Q2
APP-01600,2024-06-22,13493.25,83943.79,0.1265,7,B,0.1036,medical,rent,0,0.2316,11,0,0.0,6.2212,0.1475,low,moderate,2,0,2024Q2
APP-01601,2024-06-24,38419.24,49560.4,0.1854,2,C,0.1498,debt_consolidation,rent,0,0.1639,13,0,0.0,1.29,0.16,low,very_large,3,0,2024Q2
APP-01602,2024-06-24,8408.14,101722.23,0.1143,0,C,0.1227,home_improvement,own,0,0.2582,9,0,0.0,12.0981,0.1489,low,moderate,3,0,2024Q2
APP-01603,2024-06-25,14477.44,105232.49,0.5715,0,D,0.2047,medical,mortgage,1,0.3523,10,0,0.0,7.2687,0.4842,moderate,moderate,4,1,2024Q2
APP-01604,2024-06-25,14041.52,80550.26,0.5469,3,A,0.0766,debt_consolidation,own,2,0.4517,7,0,0.0,5.7366,0.5418,moderate,moderate,1,1,2024Q2
APP-01605,2024-06-25,11072.23,40201.38,0.58,10,B,0.1107,home_improvement,rent,1,0.462,10,0,0.0,3.6308,0.5242,moderate,moderate,2,1,2024Q2
APP-01606,2024-06-26,23218.47,63038.47,0.0727,14,B,0.0958,debt_consolidation,rent,1,0.3833,9,0,0.0,2.715,0.2048,moderate,large,2,1,2024Q2
APP-01607,2024-06-28,21138.79,65907.73,0.402,1,C,0.1474,medical,mortgage,1,0.238,12,0,0.0,3.1179,0.3494,low,large,3,1,2024Q2
APP-01608,2024-06-30,31584.88,240000.0,0.4541,11,A,0.0737,small_business,rent,1,0.3989,9,0,0.0,7.5986,0.4311,moderate,very_large,1,1,2024Q2
APP-01609,2024-06-30,42000.0,73455.56,0.2409,7,E,0.2828,medical,own,1,0.6172,12,0,0.0,1.7489,0.3773,elevated,very_large,5,1,2024Q2
APP-01610,2024-07-01,20548.55,112110.71,0.2884,3,B,0.1203,home_improvement,rent,0,0.2584,14,0,0.0,5.4559,0.25,low,large,2,0,2024Q3
APP-01611,2024-07-03,20271.57,94755.58,0.372,4,C,0.1667,major_purchase,rent,0,0.149,9,0,0.0,4.6743,0.2634,low,large,3,0,2024Q3
APP-01612,2024-07-03,12034.37,59125.24,0.1169,10,B,0.1062,debt_consolidation,mortgage,1,0.1761,11,0,0.0,4.913,0.1642,low,moderate,2,1,2024Q3
APP-01613,2024-07-03,9667.33,228319.41,0.3786,14,A,0.076,debt_consolidation,rent,1,0.3193,10,0,0.0,23.6176,0.3618,moderate,moderate,1,1,2024Q3
APP-01614,2024-07-03,8248.79,94637.48,0.047,9,A,0.0672,debt_consolidation,rent,0,0.5222,11,0,0.0,11.4729,0.1944,moderate,moderate,1,0,2024Q3
APP-01615,2024-07-05,11466.22,75169.03,0.3187,3,E,0.3058,home_improvement,rent,1,0.3574,12,0,0.0,6.5557,0.3392,moderate,moderate,5,1,2024Q3
APP-01616,2024-07-05,16248.17,32067.55,0.58,3,E,0.2546,debt_consolidation,rent,2,0.5168,7,0,0.0,1.9736,0.5818,moderate,large,5,1,2024Q3
APP-01617,2024-07-05,5355.93,81193.04,0.3334,6,A,0.0762,small_business,rent,0,0.4135,4,0,0.0,15.1595,0.3257,moderate,small,1,0,2024Q3
APP-01618,2024-07-05,42000.0,31561.3,0.3,3,B,0.0859,debt_consolidation,mortgage,0,0.4966,10,0,0.0,0.7515,0.3329,moderate,very_large,2,0,2024Q3
APP-01619,2024-07-07,27039.13,24000.0,0.58,4,B,0.1118,debt_consolidation,mortgage,0,0.0552,10,0,0.0,0.8876,0.3541,low,very_large,2,0,2024Q3
APP-01620,2024-07-07,16743.58,78676.05,0.2258,2,E,0.2764,debt_consolidation,own,0,0.2071,16,0,0.0,4.6989,0.1972,low,large,5,0,2024Q3
APP-01621,2024-07-08,14572.16,214239.23,0.2206,13,A,0.0566,other,rent,0,0.5141,11,0,0.0,14.702,0.2924,moderate,moderate,1,0,2024Q3
APP-01622,2024-07-08,17272.84,55999.06,0.2498,2,B,0.1137,debt_consolidation,mortgage,0,0.322,7,0,0.0,3.242,0.2479,moderate,large,2,0,2024Q3
APP-01623,2024-07-08,10608.86,31743.51,0.2508,4,A,0.0873,major_purchase,mortgage,1,0.3094,6,0,0.0,2.9922,0.2845,moderate,moderate,1,1,2024Q3
APP-01624,2024-07-08,14157.53,99818.26,0.333,2,E,0.2784,medical,mortgage,1,0.1917,12,0,0.0,7.0505,0.2945,low,moderate,5,1,2024Q3
APP-01625,2024-07-10,12615.32,40480.9,0.1563,7,C,0.161,debt_consolidation,rent,0,0.6953,6,0,0.0,3.2089,0.3132,elevated,moderate,3,0,2024Q3
APP-01626,2024-07-11,9526.43,129453.94,0.58,9,B,0.1086,medical,mortgage,3,0.348,3,0,0.0,13.5889,0.5677,moderate,moderate,2,1,2024Q3
APP-01627,2024-07-12,22079.02,107727.0,0.5129,7,C,0.131,home_improvement,mortgage,2,0.4936,11,0,0.0,4.8792,0.5354,moderate,large,3,1,2024Q3
APP-01628,2024-07-12,14972.01,57830.08,0.2523,10,E,0.2691,debt_consolidation,mortgage,2,0.4799,12,0,0.0,3.8625,0.3799,moderate,moderate,5,1,2024Q3
